users	status	date	clean_log	i
StedeBonnet1688	Found it	2/28/2015	Out with The Razors & Team Darkseid on another adventure as the "Poo Flinging Monkeys". All logs stamped with "Poo Flinging Monkeys" stamp or initialed with "PFM". Answers will be submitted via e-mail after logging	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Razor1965	Found it	2/28/2015	Razor's Wife and I teamed up with DaFia TreTy and Team Darkseid to once again become the Poo Flinging Monkey's Our plans today were to cache in Lafayette and the surrounding areas, with a focus on challenges! We started out with our standard goal of triple digits for the day, but due to snow on the ground and a rather large number of DNF and finally a snowstorm moving in earlier than expected we ended up with only 88. A few highlights of the day included: Leaving the house at 6:00 AM to start my caching day. Snow glorious snow. Wishing for snowplows Wishing for snowplows to get out of the way. A kids snow shovel Wet frozen feet Lots and lots of laughs, usually at each others expense. Getting home at 11:00 PM after another very long day of caching and a 4 hour drive home. We signed or stamped all logs with our team name of Poo Flinging Monkeys or PFM for short on the smaller logs. Thanks to all who placed caches for us to find today. Day 1,165 in a row for me, I may need an intervention. Answers for all earth caches and virtuals have been sent by somebody besides me. Documentation for challenges will be provided within a day or two. Now to start making plans for next weekend! Maybe some place without any snow?? Sorry for the cut and paste logs, but I'm still thawing out. TFTC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Team Darkseid	Found it	2/28/2015	Another cache claimed by Team Darkseid and his two Tae Kwon Do ninjas TFTC. ...hitting Indiana again today with Razor1965 and razor's wife and DaFia TreTy enjoying the area and racking up the smileys signed logs as PFM short for poo flinging monkeys	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Cattackett	Found it	2/13/2015	Logging find under my own caching name. Previously found under the tackett_family caching name. Required info sent in by tackett_family. TFTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
EMC Retired	Found it	2/13/2015	Family find #243. Found with my wife. We absolutely love Earthcaches. I have driven by this cave many times and never realized it was there. E-mail with answers sent to CO. TFTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
FJ40thom	Found it	1/14/2015	Braved the cold temps and fading light to grab these. E-mail sent. Thanks, giving it a favorite point.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
archeoarchaic1939	Found it	12/19/2014	I visited this EC with the family today while in battle ground. I always love coming to this area! Answers have been sent. Thanks for the fun and informative EC! Thanks to the CO for the great hide and all you do to contribute to the game! Your efforts are greatly appreciated! All is well with all caches unless otherwise stipulated in my log. Signed all logs 1939. Keep on cachin! 12/19/14, 4:56 PM Find #3817	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
sasceno	Found it	12/16/2014	Neat place-thanks for bringing us here. answers to follow	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
boomerel	Found it	12/16/2014	Found today with Sasceno. Answers e-mailed to CO. Thanks for bringing us to this awesome place. TFTEC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
uking	Found it	10/12/2014	Visited this Earthcache on the Earthcacheday. Thanks for showing this cave. Greetings from Germany	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Imalittleteapot	Found it	10/12/2014	Enjoyed the short hike. Had not been here in nearly 50 years and had almost forgotten it even if we drive by several times a year. TFTC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
ImaEasterBunny2	Write note	10/12/2014	Adding a pic of GeoPa and GeoTot from EarthCache Day. What a gorgeous area, and very rich in history!!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
ImaEasterBunny2	Found it	10/12/2014	TFTH! What a gorgeous area!! Brings back some history to mind....I did a research paper in high school on the Battle of Tippecanoe!! Email to follow. Found on EarthCache Day 2014!!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
plooker11	Found it	9/25/2014	One of the coolest things to see in Tippecanoe County!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
boydfamily	Found it	8/24/2014	What a really cool spot - it almost gets lost with the Battlefield history nearby. we took a moment to think what it might have looked like back in the day. In our area of Ohio - Greene County - we have a lot of history of Tecumseh - sort of brings the two areas together. Thanks for the earthcache and showing us this area. Our answers have been sent. This entry was edited by boydfamily on Thursday, 28 August 2014 at 17:36:07 UTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
solid-rock-seekwells	Found it	8/20/2014	Mr. SRS2 and a co-worker stopped and found this cache after work in Lafayette. My co-worker had heard quite a bit about geocaching from me and enjoyed today's introduction. We ended up finding 7 caches including traditional, earth, virtual, and mystery/challenge caches! We located the cave quickly, took a few pictures, and enjoyed finding the answers to send the CO. The history aspect was also very cool! Thanks for the cache!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Haze Family	Found it	8/14/2014	Wow! What an amazing Earthcache. One of my favorites! Thanks so much for making this a cache because I know I'd never have stopped otherwise. My kids learned about the Prophet in Indiana history but to be here and at the battleground earlier this morning has been moving. Thanks again and answers will be sent once I get home and get in a computer.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Dr.Grackle	Found it	8/11/2014	Love earth caches as evident by doing this in the pouring rain. Neat place with an interesting history to go with it.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
thepryors	Found it	8/6/2014	We took a little longer route....but found it none the less.... Pretty amazing! Answers are on their way...	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
WASCALLEY WABBIT	Found it	7/28/2014	[Green] Got this one while up north visiting relatives after attending the 2014 version of the MWGB event in Ohio, had to stop and grab one every now and then, appreciate all of them we found. Thanks for placing this EC here enjoyed it and the area.Thanks again ! Wascalley Wabbit Gary [/Green]	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Major Meowser	Found it	7/5/2014	Beautiful place. A must see for everyone.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
SallyForthRight	Found it	7/5/2014	Wonderful cave.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
EmiweeNicole	Found it	6/28/2014	TYFC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
philip.a.watkins	Found it	6/27/2014	Awesome place	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
brownsburgboiler	Found it	6/13/2014	Thanks.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
sparkykhart777	Found it	6/5/2014	This was a cool find. Great for a natural rock climbing place too	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
PapawTexas	Found it	6/3/2014	Found nice I lived in this area for years and never new about it until we came back to town for a visit. Will send email of answers a little later.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
kim--possible	Found it	5/4/2014	Driving home from Wisconsin to Cincinnati. Found this earthcache with Sequoia as a side stop at Purdue for a few caches and lunch at Harry's. Thanks for the cache and for the adventure.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Sequoia	Found it	5/4/2014	found with KimPOossible on our return trip from Wisconsin. She was a purduian so this was extra special for her. Beautiful work God, nice creation and Thanks for creating it for us to play on. Excellent EC, earns a Fave point for location, answers sent for both of us. I apologize to any cheaters, but I erased to altitude readings on the pics. Sequoiia Cincinnati, Ohio	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
B'Euler_Up	Found it	3/26/2014	I heard a story that the pioneers used to come here in the spring to kill snakes that would come out of the cave to sun themselves after winter. Always fun to come visit the rock. TFTC!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jr9999	Found it	3/11/2014	A very interesting little spot. I found this cache while on a business trip to CAT in Lafayette. Geocaching beats sitting in hotel rooms. TFTC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jmthomps	Found it	1/25/2014	Came up to Lafayette for work and got to do this cache before heading back to Bloomington. I just sent the answers. Cool place, thanks for placing.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
TheCatHerder	Found it	1/1/2014	Happy New Year! I found myself alone today as my wife was out of town at a family gathering. I decided to celebrate the start of 2014 by geocaching my brains out. I loaded up Fezziwig the GeoSheepDawg and we were off. I had no trouble locating this cache or any other for that matter that I actually found. Earthcaches were the big draw for my trip today. Easy find after I made it to the Spring. >.> I very much enjoyed exploring this cave. Logging requirements will be forthcoming. Took: Nothing Left: Nothing Kevin G. the Cat Herder	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Buckeye1020	Found it	11/3/2013	Very cool! Caching our way home to Ohio...fun place to take a little break. Loved the History! Pic as proof...answers to come. Tftc	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Heidi & Zeke Jones	Found it	11/3/2013	Caching our way home buckeye1020 will upload photo	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Ground Fox	Found it	9/24/2013	We enjoyed our visit here to this EC. Passing through from Kentucky. We also have many caves in our state due to the karst topography. Thanks for this fun visit!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
GR8 EYES	Found it	9/6/2013	%l9/6/20137:00:00 PM On a Tailwaggers911 Dog Run with AuntieNae, we had some time to find a few geocaches,, in this case an Earthcache .. AuntieNae emailed the answers and posted photos. Gr8 Eyes Milwaukee WI	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
AuntieNae	Found it	9/6/2013	9/6/20135:07:00 PM Gr8 Eyes and I were in the Lafayette area awaiting a dog rescue transport for Tailwaggers911 ... the original plan was we would take over driving from here home .. meaning we had plenty of time to find a few geocaches in the area or so we thought .. Thank you for placing this cache or earthcache .. it brought to an area we would have not otherwise explored! I especially set out to discover the Earth Caches because you can find a geocache anywhere .. but Earthcaches are extra special because of how unique they are to an area! This was especially true for yours! Photos posted with our logs, email sent with answers .. AuntieNae Waukesha WI	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
grimreamers	Write note	8/25/2013	The trail is scary was sad to see parking right up to it at the cave	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jessicadanielle82	Found it	8/24/2013	Took the long way...	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Theamslerfam	Found it	8/17/2013	Really cool cache! Our favorite find so far!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jcurtis55	Found it	8/11/2013	This one gets a favorite point. Anyone visiting the battlefield really should make sure to visit Prophet's Rock as well. Answered to be emailed. TFTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Odyn	Found it	7/20/2013	Visited this one while on a fantastic 4 day 10 state 2100 mile road trip with Darth Leviosa and psychovw. Our team name for the trip was DarkO Paycho. This was a cool spot to visit, we discussed our answers in some detail took lots of photos and then headed on our way. This was find 1 of 19 for the day. Thank you for the cache.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Darth Leviosa	Found it	7/20/2013	DarkO Paycho (me, Odyn and psychovw) from northern Chicagoland embarked on an epic 4 day 10 state road trip to collect new states and find quality caches. This was Day 1 which took us from our homes in Lake County, IL to Jackson, OH. Our plan was to meet at my house at 6:45am, pack up the rental Jetta and be on the road by 7:00am. Paycho arrived right on time and parked her cachemobile Sophie in the Leviosa garage next to my cachemobile Django. They would get some well earned rest for the next 4 days. Odyn was running late and showed up a little after 7:00. We loaded up the car, got situated and were on the road by 7:30. Odyn was driving, I was shotgun and Paycho was in the back. This was the first cache on the list. After a couple hours of driving, during which we figured out what the SET button in the glove compartment did and saw some neat clouds and windmills, we arrived at parking. We weren't sure exactly which way to go at first, but quickly figured it out. We almost walked into a giant spider's web. We took some pics of it and carefully walked around it. We arrived at the cave and had fun exploring it, standing on rocks and taking pictures. The formerly dry papers were soaked from the humidity. We had some drops fall on us from the trees too. No one fell. We gathered the info we needed and headed back to the car. We saw the monument for the cave on the way out. It looked like someone started carving my name but stopped. Back in the car, Paycho killed a bug, but not with a slug. Thanks for bringing us to these cool cave. TFTEC!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
psychovw	Found it	7/20/2013	Team DarkO Paycho (Darth Leviosa, Odyn, and myself) from northern Chicagoland is on the prowl to collect new states, oldest caches, different Earthcache types, webcams, virts, Jasmers, and anything of interest over 4 days. This marks day 1, a 3 state adventure through Illinois, Indiana, and Ohio. This was our first stop of the trip. We parked at the parking lot and carefully walked around spider webs on the small trail to the cave. It is drizzling out, but the tree coverage is protecting us from any wet doom. We each explored the cave area and nobody fell. It is super humid out and on our way out we saw why this place is called Prophets Rock. TFTEC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
planetneutral	Found it	7/19/2013	#144 (solo) - I made this my off-highway destination during a road trip from southern Indiana to Chicago. Fun spot to climb around for a bit. I struggled some deciding how to interpret what defined the cave proper, but I think I demonstrated I was there. TFTC! Edit: Fixing typo, 'cause I'm like that. This entry was edited by planetneutral on Saturday, 05 October 2013 at 22:37:59 UTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Rooski22	Found it	7/6/2013	We wanted to do this cache as soon as we saw we would be in the area. So today we spent our time caching with the Geowinnies and made this our last stop. We had a travel bug that wanted to visit caves so had it visit with us. Thanks for the Earthcache and information about Prophet's Rock and the cave. Very nice! Emailing answers soon.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
geowinnies	Found it	7/6/2013	TFTC picking up a few today while we are camping in Prophetstown for the weekend, attached is our picture. Email answers latter.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
TheJimReaper	Found it	7/3/2013	Found today with my wife and son on way to holiday weekend at lake freemen. Tftc	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
CallMeSmalls	Found it	6/18/2013	I love awesome geological formations. This one has to be one of the coolest I've seen. Thanks for bringing me out here! E-mail sent.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
soicanlive	Found it	4/28/2013	BEAUTIFUL. tftc. <3	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
coachstahly	Found it	4/24/2013	TFTEC. Today is the last day of the week where I could have taken a caching trip somewhere, so I chose to focus on Lafayette (and Brookston and Delphi) since there were so many challenges I qualified for. Just my luck to have 38 degree weather on April 24th as well as intermittent snow throughout my time up here today. This was my twelfth stop of the day and my fourth EC. I had managed to clear out the challenges I qualified for north of Lafayette, leaving time for the 5 ECs in the state park area. I did the two in the state park first and then headed over for the one by the monument and then the two here. I remember coming here for a challenge and enjoying the cave but for some reason I was avoiding the ECs so I didn't log it then. I did the required measurements (guesstimates really!) and took a nice picture of me standing near GZ. Email already sent and picture to be uploaded after this log is submitted.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Lucky Chavez	Write note	4/18/2013	Visited here again with a friend. This cache was made a milestone one for me last summer. I'm sure I'll be back here again.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
The Wandering Wierdos	Found it	4/8/2013	On my final day of MOGA with Kalkavekkian and Team Geochef. We decided to get some Virtuals, Earthcaches and a few traditionals along the way. Thanks to all the people who placed caches for us to find. This was definitely the coolest find of the day.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jonsom	Found it	4/8/2013	Visited with jREST and King Boreas on our way home from MOGA. I asked if we could find one Earthcache in IN and this is one of the two we worked on. What a interesting formation, it is amazing that the rock is just like concrete. Thanks for the informative and interesting Earthcache.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
King Boreas	Found it	4/8/2013	Day 5: Only three of us this year, from the C.C.C. (Cooler Crew Cachers) and we're on a mission: virtuals, earth caches, favorites, 2000-2001 hides and anything else along the way. Fun times with jREST and jonsom, during our four state, five day Tour. We are in our fourth state (Indiana) and fifth day, which means time is running out. Thanks for bringing us here!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jREST	Found it	4/8/2013	Up and at it today with jonsom and King Boreas in search of what we can see... Started the morning early and are on our way home in a round about way today (MN through IN), sort of aiming for particular hides (this being one of them), but stopping for those we pass as we go.. Rolling north and west today, on our travels headed toward home. Cool spot, and some interesting history here as well... Pretty quiet at this spot today, guess being a Monday may have something to do with that? Looks like some rain is headed our way but right now it is perfect out on the hunt. Enjoy hunting up a good earthcache now and again, they always seem to get me into some cool locations, and this was sure one of them. Thanks for setting this one up and keeping it going. Email sent Enjoyed the hunt. Signing caches as CCC (Cooler Crew Cachers) and a pretty small group compared to last year but we are out to have some fun. TNLNSL	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
kalkavekkian	Found it	4/8/2013	Found this awesome spot with CFM team consisting of myself, The Wanderind Wierdos and Team Geochef! Great earthcache!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Chutch1035	Found it	3/18/2013	A-MAZ-ING!This was the AWE cache of the day. Heading to the nearby virtual and swung in here to grab a couple more EC's right here. We approached Prophet's Stone and the history tie in made it very cool to me. Began to examine the caves and absorb the Earth science and I gotta say this EC was the coolest of the day. Emailing answers and thanks for a high quality Earthcache. Favorite point awarded.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
TheLawsonFamily	Found it	3/18/2013	Did this and the other earthcache here with Chutch1035 today who is sending answers. TFTEC!!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
koerns311	Found it	2/9/2013	Found it! My first earth-cache.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
BCrewNo4	Found it	1/7/2013	"Is this the Bat Cave???"	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
BCrewNo3	Found it	1/7/2013	Helped myself to an icicle while we were here	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
BCrewNo2	Found it	1/7/2013	We studied the story of the Prophet and his brother Tecumseh in school last year. Cool place!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
kelleyncrew	Found it	1/7/2013	The last day of Christmas Break for the Crew turned out to be the best day of Christmas Break, Christmas aside. They threw their snow pants on right over their 2-week wardrobe of t-shirts and pajama pants, and off we went.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
PatrickTPanda	Found it	11/22/2012	A spelunking adventure! TheWeisMan brought me here while I was out visiting from New Jersey. Really cool cave with some really awesome history. Cave looks a lot smaller until you get up close! Tftc, happy thanksgiving, keep calm and chive on	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
JustJ	Found it	10/21/2012	Today started a couple weeks ago when I heard the rumor that Turkey Stash Run (Jasmer – November 2000) could possibly be archived at the end of October. Not wanting to miss out on this opportunity, I started talking with Jomber about that cache and the possibility of a day run from Grand Rapids/Holland, Michigan to grab it. He was immediately in. Of course Mi Barrel Makers heard of this and wanted to make the grab here as well. He didn’t need the Nov 2000 square, but wanted the cache and this was a great opportunity for another “J3” day. Our plans revolved around this cache, but of course we also planned for some double and triple fizzy filers, virtuals, earthcaches and wherigos. Our day started before sunrise as we drove south picking up only a few caches, by our standards, until we got to our destination. These two earthcaches were on our hit list today as they were "along our way," or at least enough for the J3 crew. We have a tendancy to get a little sidetracked along these trips. This was an awesome cache as we climbed in, out and around the caves. Good time at a fun earthcache. Thank you Find #4207 since we started caching on August 2, 2010. Found with my Garmin Oregon 450 and Droid Razr MAXX.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
jomber	Found it	10/21/2012	After hearing about turkey run in Indiana possibly being archived...I knew I had to get ahold of the J3 crew (James, Jason, and Josh-me AKA Mi barrel makers, Spartanalumn, and Jomber)and plan a trip. But how to plan a trip to Indiana and back to Michigan in less than 15 hours?? Well... Decided it would be best to leave at 415am and give us the most time caching in the 2 states. We decided that it was not going to be a numbers day but that it was going to be a grid filler/ calendar filler for us. Started the day off with a bang.... I filled my double fizzy on the first cache that we found. The main goal was obviously to get turkey run stash but also to snag some virtuals and earthcaches along the way. We ended up leaving Holland and worked our way to turkey run and then over to Indy. We ended up biting off more than we could chew since we were planning on going to Fort Wayne but traffic put a stop to that real quick. so had to end the day without getting Indiana's first. However, this cache is not near as far as turkey run. Ended up being a beautiful day outside and I can not believe how lucky on some of the caches we found so quickly. Turkey run park was a very memorable experience and I am glad that I was able to experience this park if this gets taken away. Thanks for all the caches. Signed logs as J3 for our names. Was able to switch out some travelbugs and leave some travel bugs in random caches to add miles. Answers will be emailed shortly	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
MI Barrel Makers	Found it	10/21/2012	Great day for some caching! Another epic J3 adventure trip day. Today was all about getting down to Turkey Run State Park and of course along the way we could not pass up things that would fill triple Fizzy spots or a virtual or earth cache here and there. Signed logs as "J3" for Jason "Spartan Alum", Josh "Jomber" and myself (Mi Barrel Makers) We started early and as usually had too much planned, get stuck in traffic in Indianapolis which did not help - so our list was cut a bit short and we finally got on the move again to return home late. All in it was a great day with 34 finds and one DNF. But high quality caches with the Turkey Run Park being a true highlight. Getting the old cache there was great but spending some time hiking and doing the earth caches there was even better. What a beautiful area. Enjoyed a chance to stop and explore around this one and the nearby spring. Thans for the excuse to stop and stretch. Caching since August 29, 2010 this was find #6965 for the MI Barrel Makers - The Kuipers, from Grand Rapids, MI	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
moowoo2	Found it	10/21/2012	Emailed the answers, taking the boys out on some hiking, what a nice spot.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
GeoDrool	Found it	10/14/2012	Answers emailed and pic uploaded. Happy International Earthcache Day 2012 and thanks for playing! This entry was edited by GeoDrool on Monday, 15 October 2012 at 00:58:03 UTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Day3Explorers	Found it	10/7/2012	Found with my son and a new cacher today for my birthday fun :) Answers sent.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Rote Teufel	Found it	9/15/2012	During our vacation-trip we did "some" Geocaching. We had a lot of fun, we saw lots of amazing places and we say thank you to everyone who shared his Geocache with us!! TFTC Team [b][red]Rote Teufel[/b][/red] Germany	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Walkabout46	Found it	9/13/2012	Favorite point 4 of the day. Went to the Lafayette area with Team J&K to work on doing some non-traditional caches for a challenge. We had a great time. I vaguely remember being here before my geocaching days so it was nice to return. Email and photo on its way. Thanks for giving me a reason to return to this very cool spot. #3160	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Team J&K	Found it	9/13/2012	I am curious - do you read these answers from novices like us and wonder how we ever come up with the answers? In our case we always use my height (6') and Jerry and Judie (Walkabout46) base everything on that. In other words, they use me as a ruler. At least I contribute in some way. And we laugh a lot which doesn't help our answers but it does make it fun. Here's our answers for this one: 1. Height 18 - 20 ft and 35 feet wide. 2. OK - I tried my best to figure out "passages" in this cave. There is maybe one that goes back 10 feet or so that I could see but I didn't crawl any further back in there to see if it continued on. However, it would take a MUCH smaller person than any of us to get into that hole. 3. This was dry BUT its very dry this year. My guess is this is not normally dry so it would still be growing. 4. The ceiling is rougher pebbles. I posted a pic of me with my log. Thanks - Karen	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Team J&K	Found it	9/13/2012	We have been here previously - I guess there was a cache near here or we just passed it and stopped while in the area when we noticed it. It was nice to visit it again and actually learn something about it. Thanks!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
OrangeLaJuice	Found it	9/9/2012	Found it very cool	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
behmSquad	Found it	8/17/2012	Thanks for the fun earthcache and the short break during our weekend trip. The kids enjoyed seeing the cave and reading about the prophent. TFTC	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Treazure Hunterz	Found it	8/11/2012	We spent the afternoon finding non- traditional caches. EC's are one of our favorites. This was our favorite site of the day! Thank you for bringing us here.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
OCoConClan	Found it	8/2/2012	We were in town for the day and decided to do a couple of Earthcahes to learn more about the area. Thanks for pointing this out. It is amazing!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Walksondung	Found it	7/30/2012	Thanks for coming up with this. I've been here many times before. I just wanted to be sure to try to get all the caches in Lafayette completed during my 200 finds in a row challenge. :)	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Geoker_2012	Found it	7/15/2012	Nice day to Motocycle ride out here. I recently was in Cherokee NC where they were talking about Tsali meeting with Tecumseh to fight out the settlers. So many questions to answer. Nice cave- wouldn't want to climb in cause it's too pebbly and may crack!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
seekersearcher	Found it	7/10/2012	Thanks for another cool Earthcache. Today has been a day of history and geology and I personally thank you. Today has been one of my favorite days of caching. It's not about the numbers it's about the journey. Thanks again!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
1401jones	Found it	7/2/2012	Very cool area. Thanks for bringing me here! Info. sent to cache owner.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
GryllsGyrl	Found it	7/1/2012	Caching the day away with my friends scultstroop. I love caves and learning about history, so this cache was a treat. When we first arrrived, a storm was rolling in and a warning came over the radio, so we left and hightailed it to a nearby Wendy's. Thankfully, by the time we ate lunch the weather had cleared to make another attempt. I got confused as to which cache we were doing and ended up having everyone walk up the hill unnecessarily , but eventually we found the cave and it was worth it. Thanks for a great earthcache!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
shultstroop	Found it	7/1/2012	Thank you so much for putting this together.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
GwynEvie	Found it	6/24/2012	We visited this historic site before the EC was established and finally got a chance to return and gather answers for the cache. The kids had a fun time climbing around on the formations. I still find it amazing that the concrete-like rock is natural, but since we have done the nearby "Meltwaters" EC we know the story behind that. Answers on the way!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
s1mplys1m0n	Found it	6/17/2012	Out on a family geocaching run for Father's Day. Had a great time and loved the EC. TFTC.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
Mount Meridian	Found it	6/12/2012	This cache was awesome!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
tallulahtulip	Found it	5/28/2012	I love this place!!! Spent a lot of time here back in my Purdue days...	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
ohjoy!	Found it	5/23/2012	After heading up to see the spring, the three of us (me, ncbiscuit and mclem829) headed down to enjoy this cave. Thanks for the earthcache.	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
ncbiscuit	Found it	5/23/2012	Found this neat earthcache with ohjoy! and mclem829 as we drove from Chicago and headed to Geowoodstock in Louisville, stopping for neat looking caches along the way. We hiked to the spring first and then visited the cave! Thanks for bringing us to this neat spot! Email with answers sent! TFTC!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
mclem829	Found it	5/23/2012	Found while on a 10-day multi-state geocaching trip with ncbiscuit and ohjoy! Grabbing states, their capitols (if possible), earth cahces, virtuals, and old/historic caches as our main target along the way to and from Geowoodstock. Glad we stopped for this one. Most of the time we used a stamp with our team name -- "cachers going nuts" -- sometimes signed the log individually. tnlnsl. Thanks!	https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache
