users	status	date	clean_log	i
dkcm2k	Found it	6/6/2009	It's humid in there! The cache is all slimy :) TFTC :)	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Geo MJH	Found it	5/31/2009	TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Geo Curtis	Found it	5/31/2009	Found this one with Geo Blair. It took me forever to log this visit.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Westacular	Found it	5/31/2009	While my friends were busy exploring the caves, I was digging around searching for this. Beautiful spot, TFTC!	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Geo Blair	Found it	5/31/2009	TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
hikerT	Found it	5/29/2009	The snow is all gone... FINALLY so I was able to come back to grab this one today. This cave was a piece of cake compared to the cave caches I did last weekend up in Collingwood. TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
rtyrie	Found it	5/24/2009	We parked at Mount Nemo for this one and found it while doing the south loop trail. The cache was a bit past the loop, so kept going along the BT. This cache was our goal for the hike as I knew it would be something the kids would like. I got to GZ and didn't see the cave, but saw a group of people further down the trail looking down into something. They left just as we arrived, and sure enough it was the crevice. I recognized it from Avernar's photos so I knew we were in the right spot. Climbed down, followed by my son, and then carried my daughter down. It was a warm day today, but it was cold enough in the crevice for our breath to condense. Found the cache, took some photos, and then climbed back out. As expected the kids enjoyed this cache. TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
SensVsLeafs	Found it	5/23/2009	Loved this one, Leaf didn't want to come down, but luckily I am a tad more adventurous and made the plunge and had the cache shortly after. Favorite of the day. TFTC!	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Avernar	Found it	5/17/2009	15:43 Came back and the cache is out of it's icy tomb! Spent an hour doing some flash photography in the crevice/cave. TFTC. [This entry was edited by Avernar on Sunday, May 17, 2009 at 7:03:53 PM.]	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Brook22	Found it	5/12/2009	We did find the container - with the help of Nozzletime. It is still encased in ice, but he managed to uncover the lid for a pic. He didn't want to chip away at it any more in case he damaged the container, so we weren't able to sign the logbook. tftc	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Avernar	Didn't find it	5/11/2009	19:42 Search the cave/crevice twice and all I found were beer cans and some charred logs. I emailed the previous finder and he said they found "a cache" down the trail and down the ladder that didn't match this cache description. From the sounds of it they may have locked onto "Cooper Trail Number 2" by accident. There's still a little ice down there. It may still be buried or it's missing. No smiley for me, just a geo stripe.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
ELJohnBoi	Didn't find it	5/7/2009	GPS coords way off on this one. We actually found another nearby cache and thought it was this one until advised by a cacher that we may have found another cache - which turned out to be the case. We did check out the crevasse/cave - still ice but with 2 sets of eyes, nothing there. May be under the ice or missing. Will re-check when in Burlington again. Thanks Avenar	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
pnear	Write note	5/7/2009	Glad to hear that it finally came unfrozen!	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
scoutermark47th	Didn't find it	4/18/2009	Looked hard but couldnot find .Other groups looking and we all were 20-30 yard away from cave.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
nskuse	Didn't find it	4/18/2009	I think we found the right cave...but it was several (20 ish) meters from the co-ordinates. Was in the cave but didn't find anything.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
rovers3	Didn't find it	4/18/2009	I joined NorMin & Ruffy in the cave to try to unearth, or should I say unice the cache but it is still too thick. Will need to return with large pick or wait about a month to get this one. rovers3	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
NorMin & Ruffy	Write note	4/18/2009	Hiking this section of the Bruce Trail today with the End To End crew, which today included hikerT, rovers3 (including Avey), Zoeker Bill, Nozzletime & Smudge and us. One was a previous finder who knew where the cache should be, but there is still a thick layer of ice down there, and no luck for us finding it. It may be another month before it thaws out enough. The coords seemed to be out quite a bit. Would suggest that the cache be relocated slightly to make it more accessible year-round.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
hikerT	Didn't find it	4/18/2009	Out hiking today with NorMin & Ruffy, Zoeker Bill, rovers3 and Nozzletime and Smudge. (wow our crowd is growing) Nozz was giving instructions as to where it was but the ice is still too thick and we couldn't even spot it. Coords are at least 35m out.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Tri_Again	Write note	4/15/2009	I think we should start a club consisting of cachers that have attempted this cache only to find frozen in ice. We could call ourselves the Freezy Cavers!!!!!	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
The_Eh_theist	Didn't find it	4/14/2009	Easy Cave my butt!! I must've took the most difficult way in....and then all the ice and snow. I thought it would have melted, but it's still pretty thick... I'll be back in July!	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
emzernask	Didn't find it	4/4/2009	not so easy cave as there was at least 5' of snow left hiding the cache. This entry was edited by emzernask on Tuesday, 21 June 2011 at 01:42:52 UTC.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
res2100	Didn't find it	4/4/2009	Add the 3 of us to the list of DNFs. We gave this one a decent try and are sure we had the right cave\crevice as it matched the hint\description exactly and even spotted both possible hiding spots based on the hint, however there is still snow and ice down in the cave and everything on the cave floor is frozen in place. Guess we'll have to come back at some point again to try and find it. Took pictures as proof that we were in the right spot which I will post. Also I agree with others, the coords are off quite a bit.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Duke30	Didn't find it	3/28/2009	3rd of the the day and the only one we could not get.I think it is locked in the ice.We will look in on this one another time.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Geodog45	Didn't find it	3/20/2009	Think we were in the right subterranean passage, but need to wait until Spring has been here for more than just a few hours to thaw the ice.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
cam-moe	Didn't find it	3/15/2009	Out with DexnDad and had to give up on this one, but happy to get back and read from the logs that we are not alone and also not at fault... Winter just keeps getting me down! Think we may have seen GlennaPaul exploring this cave when we arrived as they really seemed to be "looking" for something... we poked around a little where the gps was actually pointing us and then went back to this crevice when the area cleared. Great hike up, with a bit of challenge getting back down with the kids in tow (3, 5, 6) Lots of muddy clothes to clean but oh well, it's only cache ($$)	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
DexnDad	Didn't find it	3/15/2009	Just like everyone else we hiked thru the muck hoping for this one. We had to wait our turn as there seemed to be a lot of people hanging around this cave today. We'll have to go back in the summer I guess.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Glennask	Didn't find it	3/15/2009	We had a frustrating day but are confident with clear heads we'll be able to find this one! We're still learning :)	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Tri_Again	Write note	3/14/2009	We were hoping with the warmer weather and sunlight lately that this cache might be ready to be found again....unfortunately we forgot that caves don't get a lot of sunlight. When we got to GZ we found a lot of snow and ice piled up. It may still be a few weeks before this cache is ready for a cacher. We enjoyed the hike!! I'll be back to try again. Tri_Again	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Brook22	Didn't find it	2/10/2009	Met up with AlHBurlingtonOnt on the trails and he decided to join us on our hike. Went down into the cave but came up empty. Nozz figured that the container is encased in about 6 inches of ice right now. Will be back in the spring	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
ElectroQTed	Didn't find it	12/27/2008	I found the right crevice by using the description by others that the co-ords were out by about 26m. I could get down OK, but there is about 3 feet of snow right at the cache site by the logs. The logs were barely visible with all the snow - only the tops that were sticking out gave the area away. I hunted around a bit, but there's just too much snow in there right now. It was a bit of a disappointment to come away empty after the effort required to get up there, especially with all the ice and slush on the way up.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
GeoMistrz	Found it	12/14/2008	Last one of the day while in the area. Great little cave to go into without it being too hard. TFTC TNLNSL.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
MulderX	Found it	12/7/2008	Well, same as others, It took me over an hour of rooting through crevices and caves at various distances from GZ before I finally practically fell into location. Once I found the right location I had the cache in hand in about 30 seconds. Not sure if the coordinates are on purpose or not, but a better set for some people might be N43 25.003 W079 52.012, which put me about 26M south of GZ. Use these at your discretion as the escarpment can play with your GPS badly. TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
foam follower	Found it	12/2/2008	3 of 5 today...at first this was very frustrating as my gps was saying GZ was a little furthur away than it actually was...and there was some potential at the fake GZ...but then after reading the logs and expanding the search, it all made sense...TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
KryptonianFletch	Found it	11/22/2008	Very tricky hike the winter ... very much in the "going bacl down part"... Bruce Trail officials have a sign up saying the trail is closed, but we encountered many others also out for an afternoon hike, so the lack-of-respect-for-rules thing was widespread. Had to go into "the cave" twice as we missed it the first time. Very, very dry (good container!). Great Hide. Thanx.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
world 67	Didn't find it	11/7/2008	I feel the pain of Hikerboy- left the ladies at the top and went for an extensive search- I'm sure i was close but with all the fall leaves, the clue seemed to be at every turn. We'll be back- Thank goodness it was a georgous day- Sunny and beautiful- 2Km away the fog over the city was thick and it was 8 degrees cooler.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
bruce iroquoia	Found it	11/6/2008	Out with Sipon on a warm and sunny day. Good hide. TN,LN,SL	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
sipon	Found it	11/6/2008	Another beautiful day in November,caching with Bruce Iroquoia and this is 1 of 10 for the day. TNLNSL	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
hikerboy	Didn't find it	11/4/2008	Good thing it was an incredible early November day cuz this one was frustrating... the cache description, hint, and to some extent the GPS, seemed to be pointing to the same thing but no luck. There are a lot of leaves and detrius on the floor of the crevice cave. If I was looking in the right place, I gave it 45 minutes before giving up. Or, then again, maybe I was just in the wrong place.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
cammanron	Found it	11/3/2008	Nice trek along here... been here before, but not on top... As Zoeker Bill stated, the co-ords seemed off quite a bit, but since we knew what this cache was, some logical spots were checked. TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Captain_Jim	Found it	11/2/2008	Found on a busy day at the cache site. passed a lot of people going down as I went up. But all clear so i hit the cave and found the cache. made a quick swap then back on my way. Hmmm who did I pass?	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Zoeker Bill	Found it	11/2/2008	A perfect Autumn day for a trek up onto the Bruce. We weren't the only people enjoying the fall weather, as a matter of fact it was quite the popular area today. Found the cache with cammanron and Monica after a bit of a search. We also found the coordinates to be off quite a bit, but once we were in the area we spotted the cave and eventually the cache. TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Big&LittleZee	Found it	11/2/2008	We had a nice energetic hike to the cache site from the bottom and found the cave even though for us the coordinates seemed to be out a fair bit. The cache was spotted fairly quickly but there were no trading items in it so we TN but left 4 items. Pretty brisk walking along the ridge but some great views! SL TFTC	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
capjap	Found it	11/1/2008	Second of the day for me. Beaux climbed into the cave to find this one, while we explored other likely spots. Maggie and Molly weren't too happy about being left out of the search!	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Buttons.	Found it	11/1/2008	First stop of the day. A good way to warm up as it is a bit on the chilie side this morning. We had an excellent hike to and from this cache. Very enjoyable. Thanks for the cache. Buttons and Beaux.	https://www.geocaching.com/geocache/GC1HJVH_easy-cave
Buddyyup	Found it	8/24/2019	Amazing spot, the remains of the nine are still visible Definitely go for this one	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
tippii	Found it	10/31/2017	out looking for tricks or treats..no gold or money	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
06zoomzoom	Found it	6/29/2014	In the hard way and out the easy.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Mr.Earle	Found it	12/29/2012	An interesting place to visit. Out for a day of caching with Dangello in the Carleton / Kemptville area. (Hamilton Road to the Back Road off the Grey Road and places in between) It was the first time for these two Cape Islanders to see SNOW this year. It was my chance to hit 2000 finds and I made it to 2011 (1 more gives me 2012 the same as the year date) tfth	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
d'angello	Found it	12/29/2012	Found while caching with Mr. Earle. No gold under the snow today but Mr. Earle did spot the cache. SL TFTH This entry was edited by dangello on Sunday, 30 December 2012 at 14:09:52 UTC.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
swjoudrey	Found it	5/23/2012	Had to go for this one as I'm currently an underground gold miner in Red Lake, On. Been down almost 7000', well over a mile.TFTC	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
4CeasonS	Found it	4/25/2011	Whew - it's best to park before the sled road - we went past and it was very rough. We made it though. TFTC	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
hike4familyfun	Write note	10/23/2010	We were going for this but as we started out Tony tried twisting his ankle... Not a good thing, so turned around. Next time...	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
WILLOW AND OSPREY	Found it	10/13/2010	This was the most interesting stop of the whole day. Osprey found some really nice rock samples to bring home. Willow even helped to carry them back to the Jeep.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
jbtech	Found it	7/28/2010	Not hard to find once you find the way in. Very interesting area! TFTH	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
DCXCI	Found it	12/26/2009	Took the afternoon to go for a hike. Left from Robichauds run in Forest Glenn and hiked to the cache. Didn't know the trail systems near the cache so ended up doing the last 100m or so cross-country haha. Oh well. Good day's walk. Good spot for a cache. M.S	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
aldent	Found it	9/30/2009	Very photogenic area in the fall. Great location. We were not lucky enough to find any gold though... Bert and Alix.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
kool 66	Found it	9/6/2009	My favorite of the day .Very interesting spot.TNLN SL TFTC :)	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
foggy hoofer	Found it	7/11/2009	Frawg and I teamed up with the Frosty gang to look for this cache.TFTH	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
hockeyfan2	Found it	7/11/2009	This one was fun. Found some rock that may have some gold in it. TFTHSL.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
H & Y Frosty	Found it	7/11/2009	Found with Foggy Hoofer & Frawg. Y & Hockeyfan2 team up with them, while H had to wait in the car. Hockeyfan2 came back with some rocks that had sparkling material in the rock. TFTHSL.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Frawg	Found it	7/11/2009	Joined up with Y Frosty and her nephew to find this one. Really interesting place. Lots of history here.Enjoyed looking at the pictures that are posted with the write-up too! Foggy and Y's nephew each went home with rocks that seemed to sparkle with gold! Last one of the day for us. Once again, thanks for all the hides that provide us so much fun and relaxation! :)	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Goreham Raider	Found it	7/9/2009	"I am logging this old find under my new username."	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
White Westie Searchers	Found it	7/9/2009	We saw a man here chipping for gold, he had a couple small pieces and explained this was his hobby.After chatting a bit we went on to find the cache. Very interesting area. TFTH	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Miggy	Found it	6/28/2009	Took the hard way in - naturally!!	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
zipalong	Found it	5/30/2009	Did a caching workshop in the morning so it seemed logical to go on a search ourselves. Ohio was easily persuaded and off we went. Had a great time and even snagged a few FTFs. What a great local and if you follow the directions to the letter it is an easy hike in and out. Must have been quite the happening spot at its time! TFTH	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
OhioRider	Found it	5/30/2009	Zipalong and I decided to tackle these new caches after we did a two hour plus workshop on geocaching in Shelburne. SL TFTH Very interesting place! I thought about panning for gold but cache first.. cash later.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Pennyxo	Found it	5/10/2009	This one was great. Had an interesting time finding this one. We took the hardest route. Did not know about the gold mine before today. TFTF	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Tadpole101	Found it	4/26/2009	This weekend has been a picture perfect weather-wise time to get some great caches. TFTF	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
The Match	Found it	4/26/2009	What an interesting place! Looks like quite a business!!!	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
dryfly & catch	Found it	4/26/2009	Took a drive towards the Boonies to clean up a couple of oldies. This was a very interesting location. It was fun to try and piece together what may have gone on here in yesteryear. Didn't find any gold, but that is why it isn't a gold mine anymore.TFTC [This entry was edited by dryfly & catch on Monday, April 27, 2009 at 10:47:02 AM.]	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
mike_jn	Found it	4/25/2009	Caching with MeganDawn and escaperr. Thanks for the hunt.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
escaperr	Found it	4/13/2009	On a caching trip with mike_jn today.. Nearly 700 km driven / 49 cache finds and tackling a portion of the Boonies Series.. not enough time in the day! Thanks!!	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Misha	Found it	12/19/2008	Cool spot, thanks, easy find	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
canmadman	Found it	11/30/2008	Was a nice November-day today so we decided to take our ATV´s and go for a ride to the Goldmine - a nice spot - you can feel the spirit of the old days there..... took the coin away and take it with me on my trip to Europe in February or March. Left a Diner-Coupon from an German-Studying-Organisation.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
VWdriver-nicholl	Found it	11/7/2008	My first FTF a co-find with firemedic15 interesting spot.took some pics.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Firemedic15	Found it	11/5/2008	Really nice location for a cache, I didn't even know this place existed. Will definately be back here again to take some pictures. Grabbed FTF today on a quick afternoon of caching. Thanks for this awesome cache. Left indiana geocoin.	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
Cache-tech	Publish Listing	11/5/2008	Published	https://www.geocaching.com/geocache/GC1HWA7_kemptville-gold-mine
CacheViewer	Archive	4/24/2016	Since the current owner has made no status change or updates on this geocache in a timely fashion following the previous Reviewer Note/Disabled Log, this listing is being ARCHIVED. You may request that this listing be unarchived by email, as provided below, once you have addressed the issue of previous note and as long as it meets the current Listing Guidelines. The best method to contact me in this case is to send me a message through my profile Please be sure to include the "GC Code (GC?????)" of your geocache listing or if possible cut-and-paste a link to it. Also make sure that the box which attaches your email address with the message is checked to allow. CacheViewer: Volunteer Reviewer When emailing include cache name, or GC Code (GC?????) for quick reference.Listing GuidelinesKnowledge Books	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
DND.Fireman	Needs Archived	3/26/2016	This one should be archives as there is new no trespassing sign and the area has been cleared.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Mathieu de l'Acadie	Didn't find it	3/26/2016	No luck here	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
DND.Fireman	Didn't find it	3/26/2016	No luck here	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
2 GYPSIES WITH NO MOSS BETWEEN OUR TOES	Found it	9/16/2014	Another day of great caching while camping/caching the Yarmouth area. We spent most of the day today looking for urban caches and a few outside the city limits. Lots of good caches of all sizes and degrees of difficulty. We signed some logs with our full name and the smaller ones as 2 Gypsies. Left our calling card in a few of the larger containers. Many thanks to the cache owners for placing these caches for all to enjoy.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
nocerajj	Found it	8/27/2014	Neat piece of history. Felt like Indiana Jones finding it all overgrown! Tftc	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Breeze#5	Found it	5/10/2014	Out to get a few caches before the rain started. Managed to get a good number. I think this is the entrance to the old mine? TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Breeze#5	Found it	5/10/2014	Out to get a few caches before the rain started. Managed to get a good number. I think this is the entrance to the old mine? TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Born Loser 	Found it	5/10/2014	Really cool spot. TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
tippii	Found it	11/18/2013	Thanks for the history lesson	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Always a Capie	Found it	4/28/2013	TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
koolcoastekid	Found it	4/28/2013	Quickly went up past the no trespassing sign, only because it was 500 feet away... Not sure if it is allowed to have the cache here or not.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Mr.Earle	Write note	11/21/2012	Did not attempt as a sign at the entrance said "No Trespassing".	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
gmcookclan	Found it	5/21/2012	Felt a little guilty wandering onto No Trespassing property... Thanks for the cache, though.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
penguins lament	Found it	8/2/2011	Interesting GZ. :) TNLNSL Rockhopper, Adelie, Little Blue & Macaroni (team penguins lament) Find #4156	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
JDoucet88	Found it	7/17/2011	Nice hide	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
godde	Found it	3/17/2011	Found this one today when we went back! Looks like someone did some early spring cleaning.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
ervind	Update Coordinates	3/16/2011	Coordinates changed from: N 43° 51.740 W 066° 09.942 Coordinates changed to: N 43° 51.738 W 066° 09.943 Distance from original: 12.8 feet or 3.9 meters. Replaced & Moved a bit..	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Raider9055	Didn't find it	3/15/2011	Spent a long while looking around and could not find anything around where it should have been, shy of starting to dig. Can anyone confirm that it is still where it should be.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
godde	Didn't find it	3/15/2011	We went to the location and spent the better part of an hour looking for this one. We only found one location where the cache should have been. Can anyone confirm if it is still there? Regardless we had fun at this site and didn't know it existed.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
galogirls	Found it	10/3/2010	Nice when there's a piece of history behind the cache.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Ryan fitz	Found it	8/16/2010	great find	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
survivorguy5	Found it	8/5/2010	Found this one by accident when i was going for a walk along the shore. i was overjoyed with curiosity at what i had found, noww i know and im hooked:P	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
4CeasonS	Found it	3/20/2010	A quick find - I bit this is tick-ridden in the late spring/early summer. ick TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
abbafreaks	Found it	3/16/2010	Thanks!	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Skiffman	Found it	9/27/2009	Thanks for leading me here, didn't know about silica nor that it had been mined here. Easy find. Dropped The Jimmy Bug. TFTH [This entry was edited by Skiffman on Monday, September 28, 2009 at 7:53:36 AM.]	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
uncle loulee	Found it	9/13/2009	Thank everybody for the geotrail, easyfind, TFTH TNLN SL	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
ebranton	Found it	9/7/2009	got a little cut up by the bushes but it was a neat place	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
OhioRider	Found it	8/28/2009	In Yarmouth on a stress relief mission- I decided that geocaching is the best way. Walked along the trails today. SL TFTH Interesting to know about the history of this area.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Goreham Raider	Found it	8/24/2009	"I am logging this old find under my new username."	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
White Westie Searchers	Found it	8/24/2009	Found it. TFTH	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
VWdriver-nicholl	Found it	8/15/2009	Was not funny firemedic .. snakes bite !! glad i made someone laugh	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Firemedic15	Found it	8/15/2009	Did a bit of bushwacking on the way to this cache. I discovered the VWdriver gets scared very easily. First time was the ducks, the second was the friendly snake who tried to say hi to her. Hehe, made for a few good laughs. TFTH	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Chaucerbosser	Found it	8/5/2009	On a caching trip from Georgia to Nova Scotia, PEI and back again ! After some bushwacking and getting our feet wet, I spotted it from a different vantage point. Sent muggle spouse in for the 'kill'. Lol- Me bad! :) TN/L:sig. item/SL TFTC, CB:)	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
FundyRocHound	Found it	8/5/2009	Caching our way around Yarmouth today. TFTC SL	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
ve1rcc	Found it	7/23/2009	Didn't know that this mine existed. Found it at 4:34pm. Tfth	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
MineRP	Found it	6/19/2009	Down for the weekend on a caching mission. Bikes at the ready, water and energy bars a plenty. Weather hanging in, cloudy and warm. Now to clean up on Yarmouth caches, yea Cheesie doing the navigating, Miner hot behing the wheel. TFTH Thanks for the Hunt Signed Log for Credit Number 46 of 111 on the day. [This entry was edited by MineRP on Saturday, June 27, 2009 at 6:57:28 AM.]	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
cheesepizza	Found it	6/19/2009	A great day of hiking, biking, tick checks (I thought the season was over?), lots of finds and a few DNFs for the Miner and I. Before all is said and done there will be 100+ finds for the day with some daylight left! A banner day, for sure! TFTH	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Frawg	Found it	5/9/2009	I'm learning there are so many things I don't know about my own area. This is one of them! TFTF!	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
foggy hoofer	Found it	5/9/2009	I had no idea this place existed.Very interesting rocks.TFTH	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
jbtech	Found it	5/1/2009	Short hike. Too bad the weather wasn't better. TFTH	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Falach-fead	Found it	4/25/2009	An easy walk into the cache site. Still some large rocks strewn about the area. Quick grab, TFTH	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
woodtick-1	Found it	4/18/2009	nice short walk. I never knew there was a mine here	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
ladytick	Found it	4/18/2009	Thanks for the history lesson. Took pictures of sun setting behind the pond, lots of peepers peeping here tonight. TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
The Match	Found it	4/5/2009	Had to send Gramp off for this one, while we shivered!	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Tadpole101	Found it	4/5/2009	Out with Nan & Gramp. TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
dryfly & catch	Found it	4/5/2009	Lots of history here! memories of some real funny stories. TFTC	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
H & Y Frosty	Found it	4/4/2009	Quick find while in the area picking up the Cape Forchu Series. Always heard about this place but was never here before. TFTHSL.	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
Shadow Trackers	Found it	4/4/2009	Quick find. The kids swapped some swag. TFTH!	https://www.geocaching.com/geocache/GC1PAY2_abandoned-silica-mine-
