county.y,WNS_MAP_YR,n.touching,n.inf,n.sus,n.abs,prop
Coos-New Hampshire,2017-18,4,0,0,4,0
Coos-New Hampshire,2018-19,4,0,0,4,0
Cottle-Texas,2006-07,4,0,0,4,0
Cottle-Texas,2007-08,4,0,0,4,0
Cottle-Texas,2008-09,4,0,0,4,0
Cottle-Texas,2009-10,4,0,0,4,0
Cottle-Texas,2010-11,4,0,0,4,0
Cottle-Texas,2011-12,4,0,0,4,0
Cottle-Texas,2012-13,4,0,0,4,0
Cottle-Texas,2013-14,4,0,0,4,0
Cottle-Texas,2014-15,4,0,0,4,0
Cottle-Texas,2015-16,4,0,0,4,0
Cottle-Texas,2016-17,7,0,6,1,0
Cottle-Texas,2017-18,5,0,2,3,0
Cottle-Texas,2018-19,4,0,0,4,0
Craig-Virginia,2006-07,6,0,0,6,0
Craig-Virginia,2007-08,6,0,0,6,0
Craig-Virginia,2008-09,6,1,0,5,0.00182481751824818
Craig-Virginia,2009-10,6,1,0,5,0.00182481751824818
Craig-Virginia,2010-11,10,0,8,2,0
Craig-Virginia,2011-12,6,0,0,6,0
Craig-Virginia,2012-13,6,0,0,6,0
Craig-Virginia,2013-14,6,0,0,6,0
Craig-Virginia,2014-15,6,0,0,6,0
Craig-Virginia,2015-16,6,0,0,6,0
Craig-Virginia,2016-17,6,0,0,6,0
Craig-Virginia,2017-18,6,0,0,6,0
Craig-Virginia,2018-19,6,0,0,6,0
Crawford-Arkansas,2006-07,4,0,0,4,0
Crawford-Arkansas,2007-08,4,0,0,4,0
Crawford-Arkansas,2008-09,4,0,0,4,0
Crawford-Arkansas,2009-10,4,0,0,4,0
Crawford-Arkansas,2010-11,4,0,0,4,0
Crawford-Arkansas,2011-12,4,0,0,4,0
Crawford-Arkansas,2012-13,4,0,0,4,0
Crawford-Arkansas,2013-14,4,0,0,4,0
Crawford-Arkansas,2014-15,5,1,2,2,0.00182481751824818
Crawford-Arkansas,2015-16,4,1,0,3,0.00182481751824818
Crawford-Arkansas,2016-17,5,0,2,3,0
Crawford-Arkansas,2017-18,4,0,0,4,0
Crawford-Arkansas,2018-19,4,0,0,4,0
Crawford-Indiana,2006-07,4,0,0,4,0
Crawford-Indiana,2007-08,4,0,0,4,0
Crawford-Indiana,2008-09,4,0,0,4,0
Crawford-Indiana,2009-10,4,0,0,4,0
Crawford-Indiana,2010-11,4,1,0,3,0.00182481751824818
Crawford-Indiana,2011-12,4,2,0,2,0.00364963503649635
Crawford-Indiana,2012-13,4,1,0,3,0.00182481751824818
Crawford-Indiana,2013-14,4,0,0,4,0
Crawford-Indiana,2014-15,4,0,0,4,0
Crawford-Indiana,2015-16,4,0,0,4,0
Crawford-Indiana,2016-17,4,0,0,4,0
Crawford-Indiana,2017-18,4,0,0,4,0
Crawford-Indiana,2018-19,4,0,0,4,0
Crawford-Missouri,2006-07,5,0,0,5,0
Crawford-Missouri,2007-08,5,0,0,5,0
Crawford-Missouri,2008-09,5,0,0,5,0
Crawford-Missouri,2009-10,5,0,0,5,0
Crawford-Missouri,2010-11,5,0,0,5,0
Crawford-Missouri,2011-12,5,0,0,5,0
Crawford-Missouri,2012-13,5,2,0,3,0.00364963503649635
Crawford-Missouri,2013-14,6,1,2,3,0.00182481751824818
Crawford-Missouri,2014-15,6,0,2,4,0
Crawford-Missouri,2015-16,5,0,0,5,0
Crawford-Missouri,2016-17,5,0,0,5,0
Crawford-Missouri,2017-18,5,0,0,5,0
Crawford-Missouri,2018-19,5,0,0,5,0
Crawford-Wisconsin,2006-07,4,0,0,4,0
Crawford-Wisconsin,2007-08,4,0,0,4,0
Crawford-Wisconsin,2008-09,4,0,0,4,0
Crawford-Wisconsin,2009-10,4,0,0,4,0
Crawford-Wisconsin,2010-11,4,0,0,4,0
Crawford-Wisconsin,2011-12,4,0,0,4,0
Crawford-Wisconsin,2012-13,4,0,0,4,0
Crawford-Wisconsin,2013-14,4,1,0,3,0.00182481751824818
Crawford-Wisconsin,2014-15,4,1,0,3,0.00182481751824818
Crawford-Wisconsin,2015-16,4,1,0,3,0.00182481751824818
Crawford-Wisconsin,2016-17,4,1,0,3,0.00182481751824818
Crawford-Wisconsin,2017-18,4,0,0,4,0
Crawford-Wisconsin,2018-19,4,0,0,4,0
Cumberland-Nova Scotia,2006-07,0,0,0,0,0
Cumberland-Nova Scotia,2007-08,0,0,0,0,0
Cumberland-Nova Scotia,2008-09,0,0,0,0,0
Cumberland-Nova Scotia,2009-10,0,0,0,0,0
Cumberland-Nova Scotia,2010-11,0,0,0,0,0
Cumberland-Nova Scotia,2011-12,0,0,0,0,0
Cumberland-Nova Scotia,2012-13,0,0,0,0,0
Cumberland-Nova Scotia,2013-14,0,0,0,0,0
Cumberland-Nova Scotia,2014-15,0,0,0,0,0
Cumberland-Nova Scotia,2015-16,0,0,0,0,0
Cumberland-Nova Scotia,2016-17,0,0,0,0,0
Cumberland-Nova Scotia,2017-18,0,0,0,0,0
Cumberland-Nova Scotia,2018-19,0,0,0,0,0
Cumberland-Pennsylvania,2006-07,1,0,0,1,0
Cumberland-Pennsylvania,2007-08,1,0,0,1,0
Cumberland-Pennsylvania,2008-09,1,0,0,1,0
Cumberland-Pennsylvania,2009-10,1,0,0,1,0
Cumberland-Pennsylvania,2010-11,1,0,0,1,0
Cumberland-Pennsylvania,2011-12,1,0,0,1,0
Cumberland-Pennsylvania,2012-13,2,0,2,0,0
Cumberland-Pennsylvania,2013-14,1,0,0,1,0
Cumberland-Pennsylvania,2014-15,1,0,0,1,0
Cumberland-Pennsylvania,2015-16,1,0,0,1,0
Cumberland-Pennsylvania,2016-17,1,0,0,1,0
Cumberland-Pennsylvania,2017-18,1,0,0,1,0
Cumberland-Pennsylvania,2018-19,1,0,0,1,0
Cumberland-Tennessee,2006-07,5,0,0,5,0
Cumberland-Tennessee,2007-08,5,0,0,5,0
Cumberland-Tennessee,2008-09,5,0,0,5,0
Cumberland-Tennessee,2009-10,5,0,0,5,0
Cumberland-Tennessee,2010-11,5,0,0,5,0
Cumberland-Tennessee,2011-12,5,1,0,4,0.00182481751824818
Cumberland-Tennessee,2012-13,5,3,0,2,0.00547445255474453
Cumberland-Tennessee,2013-14,5,1,0,4,0.00182481751824818
Cumberland-Tennessee,2014-15,5,0,0,5,0
Cumberland-Tennessee,2015-16,5,0,0,5,0
Cumberland-Tennessee,2016-17,5,0,0,5,0
Cumberland-Tennessee,2017-18,5,0,0,5,0
Cumberland-Tennessee,2018-19,5,0,0,5,0
Custer-South Dakota,2006-07,1,0,0,1,0
Custer-South Dakota,2007-08,1,0,0,1,0
Custer-South Dakota,2008-09,1,0,0,1,0
Custer-South Dakota,2009-10,1,0,0,1,0
Custer-South Dakota,2010-11,1,0,0,1,0
Custer-South Dakota,2011-12,1,0,0,1,0
Custer-South Dakota,2012-13,1,0,0,1,0
Custer-South Dakota,2013-14,1,0,0,1,0
Custer-South Dakota,2014-15,1,0,0,1,0
Custer-South Dakota,2015-16,1,0,0,1,0
Custer-South Dakota,2016-17,1,0,0,1,0
Custer-South Dakota,2017-18,1,0,0,1,0
Custer-South Dakota,2018-19,2,0,2,0,0
Cuyahoga-Ohio,2006-07,4,0,0,4,0
Cuyahoga-Ohio,2007-08,4,0,0,4,0
Cuyahoga-Ohio,2008-09,4,0,0,4,0
Cuyahoga-Ohio,2009-10,4,0,0,4,0
Cuyahoga-Ohio,2010-11,4,0,0,4,0
Cuyahoga-Ohio,2011-12,4,3,0,1,0.00547445255474453
Cuyahoga-Ohio,2012-13,4,1,0,3,0.00182481751824818
Cuyahoga-Ohio,2013-14,4,0,0,4,0
Cuyahoga-Ohio,2014-15,4,0,0,4,0
Cuyahoga-Ohio,2015-16,4,0,0,4,0
Cuyahoga-Ohio,2016-17,4,0,0,4,0
Cuyahoga-Ohio,2017-18,4,0,0,4,0
Cuyahoga-Ohio,2018-19,4,0,0,4,0
Dade-Georgia,2006-07,5,0,0,5,0
Dade-Georgia,2007-08,5,0,0,5,0
Dade-Georgia,2008-09,5,0,0,5,0
Dade-Georgia,2009-10,5,0,0,5,0
Dade-Georgia,2010-11,5,0,0,5,0
Dade-Georgia,2011-12,5,2,0,3,0.00364963503649635
Dade-Georgia,2012-13,5,2,0,3,0.00364963503649635
Dade-Georgia,2013-14,5,0,0,5,0
Dade-Georgia,2014-15,5,0,0,5,0
Dade-Georgia,2015-16,5,1,0,4,0.00182481751824818
Dade-Georgia,2016-17,5,0,0,5,0
Dade-Georgia,2017-18,5,0,0,5,0
Dade-Georgia,2018-19,5,0,0,5,0
Dade-Missouri,2006-07,2,0,0,2,0
Dade-Missouri,2007-08,2,0,0,2,0
Dade-Missouri,2008-09,2,0,0,2,0
Dade-Missouri,2009-10,2,0,0,2,0
Dade-Missouri,2010-11,2,0,0,2,0
Dade-Missouri,2011-12,2,0,0,2,0
Dade-Missouri,2012-13,2,0,0,2,0
Dade-Missouri,2013-14,3,0,2,1,0
Dade-Missouri,2014-15,2,0,0,2,0
Dade-Missouri,2015-16,3,0,2,1,0
Dade-Missouri,2016-17,2,0,0,2,0
Dade-Missouri,2017-18,2,0,0,2,0
Dade-Missouri,2018-19,2,0,0,2,0
Dakota-Minnesota,2006-07,5,0,0,5,0
Dakota-Minnesota,2007-08,5,0,0,5,0
Dakota-Minnesota,2008-09,5,0,0,5,0
Dakota-Minnesota,2009-10,5,0,0,5,0
Dakota-Minnesota,2010-11,5,0,0,5,0
Dakota-Minnesota,2011-12,5,0,0,5,0
Dakota-Minnesota,2012-13,5,0,0,5,0
Dakota-Minnesota,2013-14,5,0,0,5,0
Dakota-Minnesota,2014-15,5,0,0,5,0
Dakota-Minnesota,2015-16,5,2,0,3,0.00364963503649635
Dakota-Minnesota,2016-17,5,3,0,2,0.00547445255474453
Dakota-Minnesota,2017-18,5,0,0,5,0
Dakota-Minnesota,2018-19,5,0,0,5,0
Dallas-Missouri,2006-07,4,0,0,4,0
Dallas-Missouri,2007-08,4,0,0,4,0
Dallas-Missouri,2008-09,4,0,0,4,0
Dallas-Missouri,2009-10,4,0,0,4,0
Dallas-Missouri,2010-11,4,0,0,4,0
Dallas-Missouri,2011-12,4,0,0,4,0
Dallas-Missouri,2012-13,4,0,0,4,0
Dallas-Missouri,2013-14,6,1,4,1,0.00182481751824818
Dallas-Missouri,2014-15,5,0,2,3,0
Dallas-Missouri,2015-16,4,0,0,4,0
Dallas-Missouri,2016-17,4,0,0,4,0
Dallas-Missouri,2017-18,4,0,0,4,0
Dallas-Missouri,2018-19,4,0,0,4,0
Dane-Wisconsin,2006-07,4,0,0,4,0
Dane-Wisconsin,2007-08,4,0,0,4,0
Dane-Wisconsin,2008-09,4,0,0,4,0
Dane-Wisconsin,2009-10,4,0,0,4,0
Dane-Wisconsin,2010-11,4,0,0,4,0
Dane-Wisconsin,2011-12,4,0,0,4,0
Dane-Wisconsin,2012-13,4,0,0,4,0
Dane-Wisconsin,2013-14,4,0,0,4,0
Dane-Wisconsin,2014-15,4,0,0,4,0
Dane-Wisconsin,2015-16,4,1,0,3,0.00182481751824818
Dane-Wisconsin,2016-17,5,2,2,1,0.00364963503649635
Dane-Wisconsin,2017-18,4,0,0,4,0
Dane-Wisconsin,2018-19,4,0,0,4,0
Daviess-Kentucky,2006-07,0,0,0,0,0
Daviess-Kentucky,2007-08,0,0,0,0,0
Daviess-Kentucky,2008-09,0,0,0,0,0
Daviess-Kentucky,2009-10,0,0,0,0,0
Daviess-Kentucky,2010-11,0,0,0,0,0
Daviess-Kentucky,2011-12,0,0,0,0,0
Daviess-Kentucky,2012-13,0,0,0,0,0
Daviess-Kentucky,2013-14,0,0,0,0,0
Daviess-Kentucky,2014-15,0,0,0,0,0
Daviess-Kentucky,2015-16,0,0,0,0,0
Daviess-Kentucky,2016-17,0,0,0,0,0
Daviess-Kentucky,2017-18,0,0,0,0,0
Daviess-Kentucky,2018-19,0,0,0,0,0
Dawson-Georgia,2006-07,2,0,0,2,0
Dawson-Georgia,2007-08,2,0,0,2,0
Dawson-Georgia,2008-09,2,0,0,2,0
Dawson-Georgia,2009-10,2,0,0,2,0
Dawson-Georgia,2010-11,2,0,0,2,0
Dawson-Georgia,2011-12,2,0,0,2,0
Dawson-Georgia,2012-13,2,1,0,1,0.00182481751824818
Dawson-Georgia,2013-14,2,1,0,1,0.00182481751824818
Dawson-Georgia,2014-15,2,0,0,2,0
Dawson-Georgia,2015-16,2,0,0,2,0
Dawson-Georgia,2016-17,2,0,0,2,0
Dawson-Georgia,2017-18,2,0,0,2,0
Dawson-Georgia,2018-19,2,0,0,2,0
DeKalb-Alabama,2006-07,5,0,0,5,0
DeKalb-Alabama,2007-08,5,0,0,5,0
DeKalb-Alabama,2008-09,5,0,0,5,0
DeKalb-Alabama,2009-10,5,0,0,5,0
DeKalb-Alabama,2010-11,5,0,0,5,0
DeKalb-Alabama,2011-12,5,1,0,4,0.00182481751824818
DeKalb-Alabama,2012-13,5,2,0,3,0.00364963503649635
DeKalb-Alabama,2013-14,5,0,0,5,0
DeKalb-Alabama,2014-15,5,1,0,4,0.00182481751824818
DeKalb-Alabama,2015-16,6,0,2,4,0
DeKalb-Alabama,2016-17,5,0,0,5,0
DeKalb-Alabama,2017-18,5,0,0,5,0
DeKalb-Alabama,2018-19,5,0,0,5,0
DeKalb-Tennessee,2006-07,5,0,0,5,0
DeKalb-Tennessee,2007-08,5,0,0,5,0
DeKalb-Tennessee,2008-09,5,0,0,5,0
DeKalb-Tennessee,2009-10,5,0,0,5,0
DeKalb-Tennessee,2010-11,5,0,0,5,0
DeKalb-Tennessee,2011-12,5,0,0,5,0
DeKalb-Tennessee,2012-13,5,4,0,1,0.0072992700729927
DeKalb-Tennessee,2013-14,5,1,0,4,0.00182481751824818
DeKalb-Tennessee,2014-15,5,0,0,5,0
DeKalb-Tennessee,2015-16,5,0,0,5,0
DeKalb-Tennessee,2016-17,5,0,0,5,0
DeKalb-Tennessee,2017-18,5,0,0,5,0
DeKalb-Tennessee,2018-19,5,0,0,5,0
Delaware-Oklahoma,2006-07,5,0,0,5,0
Delaware-Oklahoma,2007-08,5,0,0,5,0
Delaware-Oklahoma,2008-09,5,0,0,5,0
Delaware-Oklahoma,2009-10,5,0,0,5,0
Delaware-Oklahoma,2010-11,5,0,0,5,0
Delaware-Oklahoma,2011-12,5,0,0,5,0
Delaware-Oklahoma,2012-13,5,0,0,5,0
Delaware-Oklahoma,2013-14,5,0,0,5,0
Delaware-Oklahoma,2014-15,5,0,0,5,0
Delaware-Oklahoma,2015-16,7,1,4,2,0.00182481751824818
Delaware-Oklahoma,2016-17,6,0,2,4,0
Delaware-Oklahoma,2017-18,5,1,0,4,0.00182481751824818
Delaware-Oklahoma,2018-19,5,0,0,5,0
Delta-Michigan,2006-07,2,0,0,2,0
Delta-Michigan,2007-08,2,0,0,2,0
Delta-Michigan,2008-09,2,0,0,2,0
Delta-Michigan,2009-10,2,0,0,2,0
Delta-Michigan,2010-11,2,0,0,2,0
Delta-Michigan,2011-12,2,0,0,2,0
Delta-Michigan,2012-13,2,0,0,2,0
Delta-Michigan,2013-14,2,0,0,2,0
Delta-Michigan,2014-15,2,2,0,0,0.00364963503649635
Delta-Michigan,2015-16,2,0,0,2,0
Delta-Michigan,2016-17,2,0,0,2,0
Delta-Michigan,2017-18,2,0,0,2,0
Delta-Michigan,2018-19,2,0,0,2,0
Dent-Missouri,2006-07,5,0,0,5,0
Dent-Missouri,2007-08,5,0,0,5,0
Dent-Missouri,2008-09,5,0,0,5,0
Dent-Missouri,2009-10,6,0,2,4,0
Dent-Missouri,2010-11,5,0,0,5,0
Dent-Missouri,2011-12,5,0,0,5,0
Dent-Missouri,2012-13,5,1,0,4,0.00182481751824818
Dent-Missouri,2013-14,5,1,0,4,0.00182481751824818
Dent-Missouri,2014-15,7,0,4,3,0
Dent-Missouri,2015-16,5,0,0,5,0
Dent-Missouri,2016-17,5,0,0,5,0
Dent-Missouri,2017-18,5,0,0,5,0
Dent-Missouri,2018-19,5,0,0,5,0
Des Moines-Iowa,2006-07,0,0,0,0,0
Des Moines-Iowa,2007-08,0,0,0,0,0
Des Moines-Iowa,2008-09,0,0,0,0,0
Des Moines-Iowa,2009-10,0,0,0,0,0
Des Moines-Iowa,2010-11,0,0,0,0,0
Des Moines-Iowa,2011-12,0,0,0,0,0
Des Moines-Iowa,2012-13,0,0,0,0,0
Des Moines-Iowa,2013-14,0,0,0,0,0
Des Moines-Iowa,2014-15,0,0,0,0,0
Des Moines-Iowa,2015-16,0,0,0,0,0
Des Moines-Iowa,2016-17,0,0,0,0,0
Des Moines-Iowa,2017-18,0,0,0,0,0
Des Moines-Iowa,2018-19,0,0,0,0,0
Desjardins-Quebec,2006-07,0,0,0,0,0
Desjardins-Quebec,2007-08,0,0,0,0,0
Desjardins-Quebec,2008-09,0,0,0,0,0
Desjardins-Quebec,2009-10,0,0,0,0,0
Desjardins-Quebec,2010-11,0,0,0,0,0
Desjardins-Quebec,2011-12,0,0,0,0,0
Desjardins-Quebec,2012-13,0,0,0,0,0
Desjardins-Quebec,2013-14,0,0,0,0,0
Desjardins-Quebec,2014-15,0,0,0,0,0
Desjardins-Quebec,2015-16,0,0,0,0,0
Desjardins-Quebec,2016-17,0,0,0,0,0
Desjardins-Quebec,2017-18,0,0,0,0,0
Desjardins-Quebec,2018-19,0,0,0,0,0
Dickinson-Michigan,2006-07,1,0,0,1,0
Dickinson-Michigan,2007-08,1,0,0,1,0
Dickinson-Michigan,2008-09,1,0,0,1,0
Dickinson-Michigan,2009-10,1,0,0,1,0
Dickinson-Michigan,2010-11,1,0,0,1,0
Dickinson-Michigan,2011-12,1,0,0,1,0
Dickinson-Michigan,2012-13,1,0,0,1,0
Dickinson-Michigan,2013-14,1,0,0,1,0
Dickinson-Michigan,2014-15,1,1,0,0,0.00182481751824818
Dickinson-Michigan,2015-16,1,0,0,1,0
Dickinson-Michigan,2016-17,1,0,0,1,0
Dickinson-Michigan,2017-18,1,0,0,1,0
Dickinson-Michigan,2018-19,1,0,0,1,0
Dickson-Tennessee,2006-07,4,0,0,4,0
Dickson-Tennessee,2007-08,4,0,0,4,0
Dickson-Tennessee,2008-09,4,0,0,4,0
Dickson-Tennessee,2009-10,4,0,0,4,0
Dickson-Tennessee,2010-11,4,1,0,3,0.00182481751824818
Dickson-Tennessee,2011-12,4,0,0,4,0
Dickson-Tennessee,2012-13,4,2,0,2,0.00364963503649635
Dickson-Tennessee,2013-14,4,1,0,3,0.00182481751824818
Dickson-Tennessee,2014-15,4,0,0,4,0
Dickson-Tennessee,2015-16,4,0,0,4,0
Dickson-Tennessee,2016-17,4,0,0,4,0
Dickson-Tennessee,2017-18,4,0,0,4,0
Dickson-Tennessee,2018-19,4,0,0,4,0
Digby-Nova Scotia,2006-07,0,0,0,0,0
Digby-Nova Scotia,2007-08,0,0,0,0,0
Digby-Nova Scotia,2008-09,0,0,0,0,0
Digby-Nova Scotia,2009-10,0,0,0,0,0
Digby-Nova Scotia,2010-11,0,0,0,0,0
Digby-Nova Scotia,2011-12,0,0,0,0,0
Digby-Nova Scotia,2012-13,0,0,0,0,0
Digby-Nova Scotia,2013-14,0,0,0,0,0
Digby-Nova Scotia,2014-15,0,0,0,0,0
Digby-Nova Scotia,2015-16,0,0,0,0,0
Digby-Nova Scotia,2016-17,0,0,0,0,0
Digby-Nova Scotia,2017-18,0,0,0,0,0
Digby-Nova Scotia,2018-19,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2006-07,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2007-08,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2008-09,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2009-10,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2010-11,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2011-12,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2012-13,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2013-14,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2014-15,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2015-16,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2016-17,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2017-18,0,0,0,0,0
District 19/Sturgeon Bay-Manitoba,2018-19,0,0,0,0,0
Division No. 17-Manitoba,2006-07,0,0,0,0,0
Division No. 17-Manitoba,2007-08,0,0,0,0,0
Division No. 17-Manitoba,2008-09,0,0,0,0,0
Division No. 17-Manitoba,2009-10,0,0,0,0,0
Division No. 17-Manitoba,2010-11,0,0,0,0,0
Division No. 17-Manitoba,2011-12,0,0,0,0,0
Division No. 17-Manitoba,2012-13,0,0,0,0,0
Division No. 17-Manitoba,2013-14,0,0,0,0,0
Division No. 17-Manitoba,2014-15,0,0,0,0,0
Division No. 17-Manitoba,2015-16,0,0,0,0,0
Division No. 17-Manitoba,2016-17,0,0,0,0,0
Division No. 17-Manitoba,2017-18,0,0,0,0,0
Division No. 17-Manitoba,2018-19,0,0,0,0,0
Dixon-Nebraska,2006-07,0,0,0,0,0
Dixon-Nebraska,2007-08,0,0,0,0,0
Dixon-Nebraska,2008-09,0,0,0,0,0
Dixon-Nebraska,2009-10,0,0,0,0,0
Dixon-Nebraska,2010-11,0,0,0,0,0
Dixon-Nebraska,2011-12,0,0,0,0,0
Dixon-Nebraska,2012-13,0,0,0,0,0
Dixon-Nebraska,2013-14,0,0,0,0,0
Dixon-Nebraska,2014-15,0,0,0,0,0
Dixon-Nebraska,2015-16,0,0,0,0,0
Dixon-Nebraska,2016-17,0,0,0,0,0
Dixon-Nebraska,2017-18,0,0,0,0,0
Dixon-Nebraska,2018-19,0,0,0,0,0
Dodge-Wisconsin,2006-07,3,0,0,3,0
Dodge-Wisconsin,2007-08,3,0,0,3,0
Dodge-Wisconsin,2008-09,3,0,0,3,0
Dodge-Wisconsin,2009-10,3,0,0,3,0
Dodge-Wisconsin,2010-11,3,0,0,3,0
Dodge-Wisconsin,2011-12,3,0,0,3,0
Dodge-Wisconsin,2012-13,3,0,0,3,0
Dodge-Wisconsin,2013-14,3,0,0,3,0
Dodge-Wisconsin,2014-15,3,1,0,2,0.00182481751824818
Dodge-Wisconsin,2015-16,3,0,0,3,0
Dodge-Wisconsin,2016-17,5,0,4,1,0
Dodge-Wisconsin,2017-18,3,0,0,3,0
Dodge-Wisconsin,2018-19,3,0,0,3,0
Door-Wisconsin,2006-07,0,0,0,0,0
Door-Wisconsin,2007-08,0,0,0,0,0
Door-Wisconsin,2008-09,0,0,0,0,0
Door-Wisconsin,2009-10,0,0,0,0,0
Door-Wisconsin,2010-11,0,0,0,0,0
Door-Wisconsin,2011-12,0,0,0,0,0
Door-Wisconsin,2012-13,0,0,0,0,0
Door-Wisconsin,2013-14,0,0,0,0,0
Door-Wisconsin,2014-15,0,0,0,0,0
Door-Wisconsin,2015-16,0,0,0,0,0
Door-Wisconsin,2016-17,0,0,0,0,0
Door-Wisconsin,2017-18,0,0,0,0,0
Door-Wisconsin,2018-19,0,0,0,0,0
Douglas-Missouri,2006-07,6,0,0,6,0
Douglas-Missouri,2007-08,6,0,0,6,0
Douglas-Missouri,2008-09,6,0,0,6,0
Douglas-Missouri,2009-10,6,0,0,6,0
Douglas-Missouri,2010-11,6,0,0,6,0
Douglas-Missouri,2011-12,6,0,0,6,0
Douglas-Missouri,2012-13,6,0,0,6,0
Douglas-Missouri,2013-14,6,0,0,6,0
Douglas-Missouri,2014-15,9,0,6,3,0
Douglas-Missouri,2015-16,9,0,6,3,0
Douglas-Missouri,2016-17,6,0,0,6,0
Douglas-Missouri,2017-18,6,0,0,6,0
Douglas-Missouri,2018-19,6,0,0,6,0
Douglas-Wisconsin,2006-07,1,0,0,1,0
Douglas-Wisconsin,2007-08,1,0,0,1,0
Douglas-Wisconsin,2008-09,1,0,0,1,0
Douglas-Wisconsin,2009-10,1,0,0,1,0
Douglas-Wisconsin,2010-11,1,0,0,1,0
Douglas-Wisconsin,2011-12,1,0,0,1,0
Douglas-Wisconsin,2012-13,1,0,0,1,0
Douglas-Wisconsin,2013-14,1,0,0,1,0
Douglas-Wisconsin,2014-15,1,0,0,1,0
Douglas-Wisconsin,2015-16,1,0,0,1,0
Douglas-Wisconsin,2016-17,1,1,0,0,0.00182481751824818
Douglas-Wisconsin,2017-18,1,0,0,1,0
Douglas-Wisconsin,2018-19,1,0,0,1,0
Dubuque-Iowa,2006-07,4,0,0,4,0
Dubuque-Iowa,2007-08,4,0,0,4,0
Dubuque-Iowa,2008-09,4,0,0,4,0
Dubuque-Iowa,2009-10,4,0,0,4,0
Dubuque-Iowa,2010-11,4,0,0,4,0
Dubuque-Iowa,2011-12,4,0,0,4,0
Dubuque-Iowa,2012-13,4,0,0,4,0
Dubuque-Iowa,2013-14,4,1,0,3,0.00182481751824818
Dubuque-Iowa,2014-15,4,0,0,4,0
Dubuque-Iowa,2015-16,4,3,0,1,0.00547445255474453
Dubuque-Iowa,2016-17,4,0,0,4,0
Dubuque-Iowa,2017-18,4,0,0,4,0
Dubuque-Iowa,2018-19,4,0,0,4,0
Dufferin-Ontario,2006-07,3,0,0,3,0
Dufferin-Ontario,2007-08,3,0,0,3,0
Dufferin-Ontario,2008-09,3,0,0,3,0
Dufferin-Ontario,2009-10,3,1,0,2,0.00182481751824818
Dufferin-Ontario,2010-11,3,1,0,2,0.00182481751824818
Dufferin-Ontario,2011-12,3,1,0,2,0.00182481751824818
Dufferin-Ontario,2012-13,3,0,0,3,0
Dufferin-Ontario,2013-14,3,0,0,3,0
Dufferin-Ontario,2014-15,3,0,0,3,0
Dufferin-Ontario,2015-16,3,0,0,3,0
Dufferin-Ontario,2016-17,3,0,0,3,0
Dufferin-Ontario,2017-18,3,0,0,3,0
Dufferin-Ontario,2018-19,3,0,0,3,0
Dukes-Massachusetts,2006-07,0,0,0,0,0
Dukes-Massachusetts,2007-08,0,0,0,0,0
Dukes-Massachusetts,2008-09,0,0,0,0,0
Dukes-Massachusetts,2009-10,0,0,0,0,0
Dukes-Massachusetts,2010-11,0,0,0,0,0
Dukes-Massachusetts,2011-12,0,0,0,0,0
Dukes-Massachusetts,2012-13,0,0,0,0,0
Dukes-Massachusetts,2013-14,0,0,0,0,0
Dukes-Massachusetts,2014-15,0,0,0,0,0
Dukes-Massachusetts,2015-16,0,0,0,0,0
Dukes-Massachusetts,2016-17,0,0,0,0,0
Dukes-Massachusetts,2017-18,0,0,0,0,0
Dukes-Massachusetts,2018-19,0,0,0,0,0
Edmonson-Kentucky,2006-07,3,0,0,3,0
Edmonson-Kentucky,2007-08,3,0,0,3,0
Edmonson-Kentucky,2008-09,3,0,0,3,0
Edmonson-Kentucky,2009-10,3,0,0,3,0
Edmonson-Kentucky,2010-11,3,0,0,3,0
Edmonson-Kentucky,2011-12,3,0,0,3,0
Edmonson-Kentucky,2012-13,3,2,0,1,0.00364963503649635
Edmonson-Kentucky,2013-14,3,0,0,3,0
Edmonson-Kentucky,2014-15,3,1,0,2,0.00182481751824818
Edmonson-Kentucky,2015-16,3,0,0,3,0
Edmonson-Kentucky,2016-17,3,0,0,3,0
Edmonson-Kentucky,2017-18,3,0,0,3,0
Edmonson-Kentucky,2018-19,3,0,0,3,0
Elliott-Kentucky,2006-07,1,0,0,1,0
Elliott-Kentucky,2007-08,1,0,0,1,0
Elliott-Kentucky,2008-09,1,0,0,1,0
Elliott-Kentucky,2009-10,1,0,0,1,0
Elliott-Kentucky,2010-11,1,0,0,1,0
Elliott-Kentucky,2011-12,1,0,0,1,0
Elliott-Kentucky,2012-13,1,1,0,0,0.00182481751824818
Elliott-Kentucky,2013-14,1,0,0,1,0
Elliott-Kentucky,2014-15,1,0,0,1,0
