...1,county,X,...4
26,Sullivan-New York,0,926
26,Orange-New York,1,926
26,Putnam-New York,0,926
26,Suffolk-New York,1,926
26,Jefferson-New York,0,926
26,Lewis-New York,0,926
26,Onondaga-New York,0,926
26,Erie-New York,1,926
26,Livingston-New York,1,926
26,Cattaraugus-New York,1,926
26,Clinton-New York,0,1262
26,Franklin-New York,0,1262
26,Essex-New York,0,1262
26,Hamilton-New York,0,1262
26,Washington-New York,0,1262
26,Warren-New York,0,1262
26,Montgomery-New York,0,1262
26,Schoharie-New York,0,1262
26,Albany-New York,0,1262
26,Columbia-New York,0,1262
26,Ulster-New York,0,1262
26,Sullivan-New York,0,1262
26,Orange-New York,1,1262
26,Putnam-New York,0,1262
26,Suffolk-New York,1,1262
26,Jefferson-New York,0,1262
26,Lewis-New York,0,1262
26,Onondaga-New York,0,1262
26,Erie-New York,1,1262
26,Livingston-New York,1,1262
26,Cattaraugus-New York,1,1262
26,Clinton-New York,0,1440
26,Franklin-New York,0,1440
26,Essex-New York,0,1440
26,Hamilton-New York,0,1440
26,Washington-New York,0,1440
26,Warren-New York,0,1440
26,Montgomery-New York,0,1440
26,Schoharie-New York,0,1440
26,Albany-New York,0,1440
26,Columbia-New York,0,1440
26,Ulster-New York,0,1440
26,Sullivan-New York,0,1440
26,Orange-New York,0,1440
26,Putnam-New York,0,1440
26,Suffolk-New York,1,1440
26,Jefferson-New York,0,1440
26,Lewis-New York,0,1440
26,Onondaga-New York,0,1440
26,Erie-New York,0,1440
26,Livingston-New York,0,1440
26,Cattaraugus-New York,1,1440
26,Clinton-New York,0,2344
26,Franklin-New York,0,2344
26,Essex-New York,0,2344
26,Hamilton-New York,0,2344
26,Washington-New York,0,2344
26,Warren-New York,0,2344
26,Montgomery-New York,0,2344
26,Schoharie-New York,0,2344
26,Albany-New York,0,2344
26,Columbia-New York,0,2344
26,Ulster-New York,0,2344
26,Sullivan-New York,0,2344
26,Orange-New York,0,2344
26,Putnam-New York,0,2344
26,Suffolk-New York,0,2344
26,Jefferson-New York,0,2344
26,Lewis-New York,0,2344
26,Onondaga-New York,0,2344
26,Erie-New York,0,2344
26,Livingston-New York,0,2344
26,Cattaraugus-New York,1,2344
26,Clinton-New York,0,2502
26,Franklin-New York,0,2502
26,Essex-New York,0,2502
26,Hamilton-New York,0,2502
26,Washington-New York,0,2502
26,Warren-New York,0,2502
26,Montgomery-New York,0,2502
26,Schoharie-New York,0,2502
26,Albany-New York,0,2502
26,Columbia-New York,0,2502
26,Ulster-New York,0,2502
26,Sullivan-New York,0,2502
26,Orange-New York,0,2502
26,Putnam-New York,0,2502
26,Suffolk-New York,0,2502
26,Jefferson-New York,0,2502
26,Lewis-New York,0,2502
26,Onondaga-New York,0,2502
26,Erie-New York,0,2502
26,Livingston-New York,0,2502
26,Cattaraugus-New York,0,2502
27,Clinton-New York,1,12
27,Franklin-New York,1,12
27,Essex-New York,1,12
27,Hamilton-New York,1,12
27,Washington-New York,1,12
27,Warren-New York,1,12
27,Montgomery-New York,1,12
27,Schoharie-New York,0,12
27,Albany-New York,0,12
27,Columbia-New York,1,12
27,Ulster-New York,1,12
27,Sullivan-New York,1,12
27,Orange-New York,1,12
27,Putnam-New York,1,12
27,Suffolk-New York,1,12
27,Jefferson-New York,1,12
27,Lewis-New York,1,12
27,Onondaga-New York,1,12
27,Erie-New York,1,12
27,Livingston-New York,1,12
27,Cattaraugus-New York,1,12
27,Clinton-New York,1,16
27,Franklin-New York,1,16
27,Essex-New York,1,16
27,Hamilton-New York,1,16
27,Washington-New York,1,16
27,Warren-New York,1,16
27,Montgomery-New York,1,16
27,Schoharie-New York,0,16
27,Albany-New York,0,16
27,Columbia-New York,1,16
27,Ulster-New York,1,16
27,Sullivan-New York,1,16
27,Orange-New York,1,16
27,Putnam-New York,1,16
27,Suffolk-New York,1,16
27,Jefferson-New York,1,16
27,Lewis-New York,1,16
27,Onondaga-New York,1,16
27,Erie-New York,1,16
27,Livingston-New York,1,16
27,Cattaraugus-New York,1,16
27,Clinton-New York,1,30
27,Franklin-New York,1,30
27,Essex-New York,1,30
27,Hamilton-New York,1,30
27,Washington-New York,1,30
27,Warren-New York,1,30
27,Montgomery-New York,1,30
27,Schoharie-New York,0,30
27,Albany-New York,0,30
27,Columbia-New York,1,30
27,Ulster-New York,1,30
27,Sullivan-New York,1,30
27,Orange-New York,1,30
27,Putnam-New York,1,30
27,Suffolk-New York,1,30
27,Jefferson-New York,1,30
27,Lewis-New York,1,30
27,Onondaga-New York,1,30
27,Erie-New York,1,30
27,Livingston-New York,1,30
27,Cattaraugus-New York,1,30
27,Clinton-New York,1,36
27,Franklin-New York,1,36
27,Essex-New York,1,36
27,Hamilton-New York,1,36
27,Washington-New York,1,36
27,Warren-New York,1,36
27,Montgomery-New York,1,36
27,Schoharie-New York,0,36
27,Albany-New York,0,36
27,Columbia-New York,1,36
27,Ulster-New York,1,36
27,Sullivan-New York,1,36
27,Orange-New York,1,36
27,Putnam-New York,1,36
27,Suffolk-New York,1,36
27,Jefferson-New York,1,36
27,Lewis-New York,1,36
27,Onondaga-New York,1,36
27,Erie-New York,1,36
27,Livingston-New York,1,36
27,Cattaraugus-New York,1,36
27,Clinton-New York,1,254
27,Franklin-New York,1,254
27,Essex-New York,1,254
27,Hamilton-New York,1,254
27,Washington-New York,1,254
27,Warren-New York,1,254
27,Montgomery-New York,1,254
27,Schoharie-New York,0,254
27,Albany-New York,0,254
27,Columbia-New York,1,254
27,Ulster-New York,1,254
27,Sullivan-New York,1,254
27,Orange-New York,1,254
27,Putnam-New York,1,254
27,Suffolk-New York,1,254
27,Jefferson-New York,1,254
27,Lewis-New York,1,254
27,Onondaga-New York,1,254
27,Erie-New York,1,254
27,Livingston-New York,1,254
27,Cattaraugus-New York,1,254
27,Clinton-New York,1,390
27,Franklin-New York,1,390
27,Essex-New York,1,390
27,Hamilton-New York,1,390
27,Washington-New York,1,390
27,Warren-New York,1,390
27,Montgomery-New York,1,390
27,Schoharie-New York,0,390
27,Albany-New York,0,390
27,Columbia-New York,1,390
27,Ulster-New York,1,390
27,Sullivan-New York,1,390
27,Orange-New York,1,390
27,Putnam-New York,1,390
27,Suffolk-New York,1,390
27,Jefferson-New York,1,390
27,Lewis-New York,1,390
27,Onondaga-New York,1,390
27,Erie-New York,1,390
27,Livingston-New York,1,390
27,Cattaraugus-New York,1,390
27,Clinton-New York,1,526
27,Franklin-New York,1,526
27,Essex-New York,0,526
27,Hamilton-New York,1,526
27,Washington-New York,1,526
27,Warren-New York,0,526
27,Montgomery-New York,0,526
27,Schoharie-New York,0,526
27,Albany-New York,0,526
27,Columbia-New York,0,526
27,Ulster-New York,0,526
27,Sullivan-New York,0,526
27,Orange-New York,1,526
27,Putnam-New York,1,526
27,Suffolk-New York,1,526
27,Jefferson-New York,0,526
27,Lewis-New York,1,526
27,Onondaga-New York,1,526
27,Erie-New York,1,526
27,Livingston-New York,1,526
27,Cattaraugus-New York,1,526
27,Clinton-New York,1,566
27,Franklin-New York,1,566
27,Essex-New York,0,566
27,Hamilton-New York,1,566
27,Washington-New York,1,566
27,Warren-New York,0,566
27,Montgomery-New York,0,566
27,Schoharie-New York,0,566
27,Albany-New York,0,566
27,Columbia-New York,0,566
27,Ulster-New York,0,566
27,Sullivan-New York,0,566
27,Orange-New York,1,566
27,Putnam-New York,1,566
27,Suffolk-New York,1,566
27,Jefferson-New York,0,566
27,Lewis-New York,1,566
27,Onondaga-New York,1,566
27,Erie-New York,1,566
27,Livingston-New York,1,566
27,Cattaraugus-New York,1,566
27,Clinton-New York,1,602
27,Franklin-New York,1,602
27,Essex-New York,0,602
27,Hamilton-New York,1,602
27,Washington-New York,1,602
27,Warren-New York,0,602
27,Montgomery-New York,0,602
27,Schoharie-New York,0,602
27,Albany-New York,0,602
27,Columbia-New York,0,602
27,Ulster-New York,0,602
27,Sullivan-New York,0,602
27,Orange-New York,1,602
27,Putnam-New York,1,602
27,Suffolk-New York,1,602
27,Jefferson-New York,0,602
27,Lewis-New York,1,602
27,Onondaga-New York,1,602
27,Erie-New York,1,602
27,Livingston-New York,1,602
27,Cattaraugus-New York,1,602
27,Clinton-New York,1,660
27,Franklin-New York,1,660
27,Essex-New York,0,660
27,Hamilton-New York,1,660
27,Washington-New York,1,660
27,Warren-New York,0,660
27,Montgomery-New York,0,660
27,Schoharie-New York,0,660
27,Albany-New York,0,660
27,Columbia-New York,0,660
27,Ulster-New York,0,660
27,Sullivan-New York,0,660
27,Orange-New York,1,660
27,Putnam-New York,1,660
27,Suffolk-New York,1,660
27,Jefferson-New York,0,660
27,Lewis-New York,1,660
27,Onondaga-New York,1,660
27,Erie-New York,1,660
27,Livingston-New York,1,660
27,Cattaraugus-New York,1,660
27,Clinton-New York,1,672
27,Franklin-New York,1,672
27,Essex-New York,0,672
27,Hamilton-New York,1,672
27,Washington-New York,1,672
27,Warren-New York,0,672
27,Montgomery-New York,0,672
27,Schoharie-New York,0,672
27,Albany-New York,0,672
27,Columbia-New York,0,672
27,Ulster-New York,0,672
27,Sullivan-New York,0,672
27,Orange-New York,1,672
27,Putnam-New York,1,672
27,Suffolk-New York,1,672
27,Jefferson-New York,0,672
27,Lewis-New York,1,672
27,Onondaga-New York,1,672
27,Erie-New York,1,672
27,Livingston-New York,1,672
27,Cattaraugus-New York,1,672
27,Clinton-New York,1,760
27,Franklin-New York,1,760
27,Essex-New York,0,760
27,Hamilton-New York,1,760
27,Washington-New York,1,760
27,Warren-New York,0,760
27,Montgomery-New York,0,760
27,Schoharie-New York,0,760
27,Albany-New York,0,760
27,Columbia-New York,0,760
27,Ulster-New York,0,760
27,Sullivan-New York,0,760
27,Orange-New York,1,760
27,Putnam-New York,1,760
27,Suffolk-New York,1,760
27,Jefferson-New York,0,760
27,Lewis-New York,1,760
27,Onondaga-New York,1,760
27,Erie-New York,1,760
27,Livingston-New York,1,760
27,Cattaraugus-New York,1,760
27,Clinton-New York,0,810
27,Franklin-New York,0,810
27,Essex-New York,0,810
27,Hamilton-New York,0,810
27,Washington-New York,0,810
27,Warren-New York,0,810
27,Montgomery-New York,0,810
27,Schoharie-New York,0,810
27,Albany-New York,0,810
27,Columbia-New York,0,810
27,Ulster-New York,0,810
27,Sullivan-New York,0,810
27,Orange-New York,1,810
27,Putnam-New York,0,810
27,Suffolk-New York,1,810
27,Jefferson-New York,0,810
27,Lewis-New York,0,810
27,Onondaga-New York,0,810
27,Erie-New York,1,810
27,Livingston-New York,1,810
27,Cattaraugus-New York,1,810
27,Clinton-New York,0,866
27,Franklin-New York,0,866
27,Essex-New York,0,866
27,Hamilton-New York,0,866
27,Washington-New York,0,866
27,Warren-New York,0,866
27,Montgomery-New York,0,866
27,Schoharie-New York,0,866
27,Albany-New York,0,866
27,Columbia-New York,0,866
27,Ulster-New York,0,866
27,Sullivan-New York,0,866
27,Orange-New York,1,866
27,Putnam-New York,0,866
27,Suffolk-New York,1,866
27,Jefferson-New York,0,866
27,Lewis-New York,0,866
27,Onondaga-New York,0,866
27,Erie-New York,1,866
27,Livingston-New York,1,866
27,Cattaraugus-New York,1,866
27,Clinton-New York,0,932
27,Franklin-New York,0,932
27,Essex-New York,0,932
27,Hamilton-New York,0,932
27,Washington-New York,0,932
27,Warren-New York,0,932
27,Montgomery-New York,0,932
27,Schoharie-New York,0,932
27,Albany-New York,0,932
27,Columbia-New York,0,932
27,Ulster-New York,0,932
27,Sullivan-New York,0,932
27,Orange-New York,1,932
27,Putnam-New York,0,932
27,Suffolk-New York,1,932
27,Jefferson-New York,0,932
27,Lewis-New York,0,932
27,Onondaga-New York,0,932
27,Erie-New York,1,932
27,Livingston-New York,1,932
27,Cattaraugus-New York,1,932
27,Clinton-New York,0,944
27,Franklin-New York,0,944
27,Essex-New York,0,944
27,Hamilton-New York,0,944
27,Washington-New York,0,944
27,Warren-New York,0,944
27,Montgomery-New York,0,944
27,Schoharie-New York,0,944
27,Albany-New York,0,944
27,Columbia-New York,0,944
27,Ulster-New York,0,944
27,Sullivan-New York,0,944
27,Orange-New York,1,944
27,Putnam-New York,0,944
27,Suffolk-New York,1,944
27,Jefferson-New York,0,944
27,Lewis-New York,0,944
27,Onondaga-New York,0,944
27,Erie-New York,1,944
27,Livingston-New York,1,944
27,Cattaraugus-New York,1,944
27,Clinton-New York,0,1004
27,Franklin-New York,0,1004
27,Essex-New York,0,1004
27,Hamilton-New York,0,1004
27,Washington-New York,0,1004
27,Warren-New York,0,1004
27,Montgomery-New York,0,1004
27,Schoharie-New York,0,1004
27,Albany-New York,0,1004
27,Columbia-New York,0,1004
27,Ulster-New York,0,1004
27,Sullivan-New York,0,1004
27,Orange-New York,1,1004
27,Putnam-New York,0,1004
27,Suffolk-New York,1,1004
27,Jefferson-New York,0,1004
27,Lewis-New York,0,1004
27,Onondaga-New York,0,1004
27,Erie-New York,1,1004
27,Livingston-New York,1,1004
27,Cattaraugus-New York,1,1004
27,Clinton-New York,0,1010
27,Franklin-New York,0,1010
27,Essex-New York,0,1010
27,Hamilton-New York,0,1010
27,Washington-New York,0,1010
27,Warren-New York,0,1010
27,Montgomery-New York,0,1010
27,Schoharie-New York,0,1010
27,Albany-New York,0,1010
27,Columbia-New York,0,1010
27,Ulster-New York,0,1010
27,Sullivan-New York,0,1010
27,Orange-New York,1,1010
27,Putnam-New York,0,1010
27,Suffolk-New York,1,1010
27,Jefferson-New York,0,1010
27,Lewis-New York,0,1010
27,Onondaga-New York,0,1010
27,Erie-New York,1,1010
27,Livingston-New York,1,1010
27,Cattaraugus-New York,1,1010
27,Clinton-New York,0,1016
27,Franklin-New York,0,1016
27,Essex-New York,0,1016
27,Hamilton-New York,0,1016
27,Washington-New York,0,1016
27,Warren-New York,0,1016
27,Montgomery-New York,0,1016
27,Schoharie-New York,0,1016
27,Albany-New York,0,1016
27,Columbia-New York,0,1016
27,Ulster-New York,0,1016
27,Sullivan-New York,0,1016
27,Orange-New York,1,1016
27,Putnam-New York,0,1016
27,Suffolk-New York,1,1016
27,Jefferson-New York,0,1016
27,Lewis-New York,0,1016
27,Onondaga-New York,0,1016
27,Erie-New York,1,1016
27,Livingston-New York,1,1016
27,Cattaraugus-New York,1,1016
27,Clinton-New York,0,1052
27,Franklin-New York,0,1052
27,Essex-New York,0,1052
27,Hamilton-New York,0,1052
27,Washington-New York,0,1052
27,Warren-New York,0,1052
27,Montgomery-New York,0,1052
27,Schoharie-New York,0,1052
27,Albany-New York,0,1052
27,Columbia-New York,0,1052
27,Ulster-New York,0,1052
27,Sullivan-New York,0,1052
27,Orange-New York,1,1052
27,Putnam-New York,0,1052
27,Suffolk-New York,1,1052
27,Jefferson-New York,0,1052
27,Lewis-New York,0,1052
27,Onondaga-New York,0,1052
27,Erie-New York,1,1052
27,Livingston-New York,1,1052
27,Cattaraugus-New York,1,1052
27,Clinton-New York,0,1132
27,Franklin-New York,0,1132
27,Essex-New York,0,1132
27,Hamilton-New York,0,1132
27,Washington-New York,0,1132
27,Warren-New York,0,1132
27,Montgomery-New York,0,1132
27,Schoharie-New York,0,1132
27,Albany-New York,0,1132
27,Columbia-New York,0,1132
27,Ulster-New York,0,1132
27,Sullivan-New York,0,1132
27,Orange-New York,1,1132
27,Putnam-New York,0,1132
27,Suffolk-New York,1,1132
27,Jefferson-New York,0,1132
27,Lewis-New York,0,1132
27,Onondaga-New York,0,1132
27,Erie-New York,1,1132
27,Livingston-New York,1,1132
27,Cattaraugus-New York,1,1132
27,Clinton-New York,0,1294
27,Franklin-New York,0,1294
27,Essex-New York,0,1294
27,Hamilton-New York,0,1294
27,Washington-New York,0,1294
27,Warren-New York,0,1294
27,Montgomery-New York,0,1294
27,Schoharie-New York,0,1294
27,Albany-New York,0,1294
27,Columbia-New York,0,1294
27,Ulster-New York,0,1294
27,Sullivan-New York,0,1294
27,Orange-New York,0,1294
27,Putnam-New York,0,1294
27,Suffolk-New York,1,1294
27,Jefferson-New York,0,1294
27,Lewis-New York,0,1294
27,Onondaga-New York,0,1294
27,Erie-New York,0,1294
27,Livingston-New York,0,1294
27,Cattaraugus-New York,1,1294
27,Clinton-New York,0,1800
27,Franklin-New York,0,1800
27,Essex-New York,0,1800
27,Hamilton-New York,0,1800
27,Washington-New York,0,1800
27,Warren-New York,0,1800
27,Montgomery-New York,0,1800
27,Schoharie-New York,0,1800
27,Albany-New York,0,1800
27,Columbia-New York,0,1800
27,Ulster-New York,0,1800
27,Sullivan-New York,0,1800
27,Orange-New York,0,1800
27,Putnam-New York,0,1800
27,Suffolk-New York,0,1800
27,Jefferson-New York,0,1800
27,Lewis-New York,0,1800
27,Onondaga-New York,0,1800
27,Erie-New York,0,1800
27,Livingston-New York,0,1800
27,Cattaraugus-New York,1,1800
27,Clinton-New York,0,2260
27,Franklin-New York,0,2260
27,Essex-New York,0,2260
27,Hamilton-New York,0,2260
27,Washington-New York,0,2260
27,Warren-New York,0,2260
27,Montgomery-New York,0,2260
27,Schoharie-New York,0,2260
27,Albany-New York,0,2260
27,Columbia-New York,0,2260
27,Ulster-New York,0,2260
27,Sullivan-New York,0,2260
27,Orange-New York,0,2260
27,Putnam-New York,0,2260
27,Suffolk-New York,0,2260
27,Jefferson-New York,0,2260
27,Lewis-New York,0,2260
27,Onondaga-New York,0,2260
27,Erie-New York,0,2260
27,Livingston-New York,0,2260
27,Cattaraugus-New York,1,2260
27,Clinton-New York,0,3858
27,Franklin-New York,0,3858
27,Essex-New York,0,3858
27,Hamilton-New York,0,3858
27,Washington-New York,0,3858
27,Warren-New York,0,3858
27,Montgomery-New York,0,3858
27,Schoharie-New York,0,3858
27,Albany-New York,0,3858
27,Columbia-New York,0,3858
27,Ulster-New York,0,3858
27,Sullivan-New York,0,3858
27,Orange-New York,0,3858
27,Putnam-New York,0,3858
27,Suffolk-New York,0,3858
27,Jefferson-New York,0,3858
27,Lewis-New York,0,3858
27,Onondaga-New York,0,3858
27,Erie-New York,0,3858
27,Livingston-New York,0,3858
27,Cattaraugus-New York,0,3858
28,Clinton-New York,1,162
28,Franklin-New York,1,162
28,Essex-New York,1,162
28,Hamilton-New York,1,162
28,Washington-New York,1,162
28,Warren-New York,1,162
28,Montgomery-New York,1,162
28,Schoharie-New York,0,162
28,Albany-New York,0,162
28,Columbia-New York,1,162
28,Ulster-New York,1,162
28,Sullivan-New York,1,162
28,Orange-New York,1,162
28,Putnam-New York,1,162
28,Suffolk-New York,1,162
28,Jefferson-New York,1,162
28,Lewis-New York,1,162
28,Onondaga-New York,1,162
28,Erie-New York,1,162
28,Livingston-New York,1,162
28,Cattaraugus-New York,1,162
28,Clinton-New York,1,198
28,Franklin-New York,1,198
28,Essex-New York,1,198
28,Hamilton-New York,1,198
28,Washington-New York,1,198
28,Warren-New York,1,198
28,Montgomery-New York,1,198
28,Schoharie-New York,0,198
28,Albany-New York,0,198
28,Columbia-New York,1,198
28,Ulster-New York,1,198
28,Sullivan-New York,1,198
28,Orange-New York,1,198
28,Putnam-New York,1,198
28,Suffolk-New York,1,198
28,Jefferson-New York,1,198
28,Lewis-New York,1,198
28,Onondaga-New York,1,198
28,Erie-New York,1,198
28,Livingston-New York,1,198
28,Cattaraugus-New York,1,198
28,Clinton-New York,1,256
28,Franklin-New York,1,256
28,Essex-New York,1,256
28,Hamilton-New York,1,256
28,Washington-New York,1,256
28,Warren-New York,1,256
28,Montgomery-New York,1,256
28,Schoharie-New York,0,256
28,Albany-New York,0,256
28,Columbia-New York,1,256
28,Ulster-New York,1,256
28,Sullivan-New York,1,256
28,Orange-New York,1,256
28,Putnam-New York,1,256
28,Suffolk-New York,1,256
28,Jefferson-New York,1,256
28,Lewis-New York,1,256
28,Onondaga-New York,1,256
28,Erie-New York,1,256
28,Livingston-New York,1,256
28,Cattaraugus-New York,1,256
28,Clinton-New York,1,440
28,Franklin-New York,1,440
28,Essex-New York,1,440
28,Hamilton-New York,1,440
28,Washington-New York,1,440
28,Warren-New York,1,440
28,Montgomery-New York,1,440
28,Schoharie-New York,0,440
28,Albany-New York,0,440
28,Columbia-New York,1,440
28,Ulster-New York,1,440
28,Sullivan-New York,1,440
28,Orange-New York,1,440
28,Putnam-New York,1,440
28,Suffolk-New York,1,440
28,Jefferson-New York,1,440
28,Lewis-New York,1,440
28,Onondaga-New York,1,440
28,Erie-New York,1,440
28,Livingston-New York,1,440
28,Cattaraugus-New York,1,440
28,Clinton-New York,1,572
28,Franklin-New York,1,572
28,Essex-New York,0,572
28,Hamilton-New York,1,572
28,Washington-New York,1,572
28,Warren-New York,0,572
28,Montgomery-New York,0,572
28,Schoharie-New York,0,572
28,Albany-New York,0,572
28,Columbia-New York,0,572
28,Ulster-New York,0,572
28,Sullivan-New York,0,572
28,Orange-New York,1,572
28,Putnam-New York,1,572
28,Suffolk-New York,1,572
28,Jefferson-New York,0,572
28,Lewis-New York,1,572
28,Onondaga-New York,1,572
28,Erie-New York,1,572
28,Livingston-New York,1,572
28,Cattaraugus-New York,1,572
28,Clinton-New York,1,634
28,Franklin-New York,1,634
28,Essex-New York,0,634
28,Hamilton-New York,1,634
28,Washington-New York,1,634
28,Warren-New York,0,634
28,Montgomery-New York,0,634
28,Schoharie-New York,0,634
28,Albany-New York,0,634
28,Columbia-New York,0,634
28,Ulster-New York,0,634
28,Sullivan-New York,0,634
28,Orange-New York,1,634
28,Putnam-New York,1,634
28,Suffolk-New York,1,634
28,Jefferson-New York,0,634
28,Lewis-New York,1,634
28,Onondaga-New York,1,634
28,Erie-New York,1,634
28,Livingston-New York,1,634
28,Cattaraugus-New York,1,634
28,Clinton-New York,1,644
28,Franklin-New York,1,644
28,Essex-New York,0,644
28,Hamilton-New York,1,644
28,Washington-New York,1,644
28,Warren-New York,0,644
28,Montgomery-New York,0,644
28,Schoharie-New York,0,644
28,Albany-New York,0,644
28,Columbia-New York,0,644
28,Ulster-New York,0,644
28,Sullivan-New York,0,644
28,Orange-New York,1,644
28,Putnam-New York,1,644
28,Suffolk-New York,1,644
28,Jefferson-New York,0,644
28,Lewis-New York,1,644
28,Onondaga-New York,1,644
28,Erie-New York,1,644
28,Livingston-New York,1,644
28,Cattaraugus-New York,1,644
28,Clinton-New York,1,690
28,Franklin-New York,1,690
28,Essex-New York,0,690
28,Hamilton-New York,1,690
28,Washington-New York,1,690
28,Warren-New York,0,690
28,Montgomery-New York,0,690
28,Schoharie-New York,0,690
28,Albany-New York,0,690
28,Columbia-New York,0,690
28,Ulster-New York,0,690
28,Sullivan-New York,0,690
28,Orange-New York,1,690
28,Putnam-New York,1,690
28,Suffolk-New York,1,690
28,Jefferson-New York,0,690
28,Lewis-New York,1,690
28,Onondaga-New York,1,690
28,Erie-New York,1,690
28,Livingston-New York,1,690
28,Cattaraugus-New York,1,690
28,Clinton-New York,1,704
28,Franklin-New York,1,704
28,Essex-New York,0,704
28,Hamilton-New York,1,704
28,Washington-New York,1,704
28,Warren-New York,0,704
28,Montgomery-New York,0,704
28,Schoharie-New York,0,704
28,Albany-New York,0,704
28,Columbia-New York,0,704
28,Ulster-New York,0,704
28,Sullivan-New York,0,704
28,Orange-New York,1,704
28,Putnam-New York,1,704
28,Suffolk-New York,1,704
28,Jefferson-New York,0,704
28,Lewis-New York,1,704
28,Onondaga-New York,1,704
28,Erie-New York,1,704
28,Livingston-New York,1,704
28,Cattaraugus-New York,1,704
28,Clinton-New York,1,732
28,Franklin-New York,1,732
28,Essex-New York,0,732
28,Hamilton-New York,1,732
28,Washington-New York,1,732
28,Warren-New York,0,732
28,Montgomery-New York,0,732
28,Schoharie-New York,0,732
28,Albany-New York,0,732
28,Columbia-New York,0,732
28,Ulster-New York,0,732
28,Sullivan-New York,0,732
28,Orange-New York,1,732
28,Putnam-New York,1,732
28,Suffolk-New York,1,732
28,Jefferson-New York,0,732
28,Lewis-New York,1,732
28,Onondaga-New York,1,732
28,Erie-New York,1,732
28,Livingston-New York,1,732
28,Cattaraugus-New York,1,732
28,Clinton-New York,0,778
28,Franklin-New York,0,778
28,Essex-New York,0,778
28,Hamilton-New York,0,778
28,Washington-New York,0,778
28,Warren-New York,0,778
28,Montgomery-New York,0,778
28,Schoharie-New York,0,778
28,Albany-New York,0,778
28,Columbia-New York,0,778
28,Ulster-New York,0,778
28,Sullivan-New York,0,778
28,Orange-New York,1,778
28,Putnam-New York,0,778
28,Suffolk-New York,1,778
28,Jefferson-New York,0,778
28,Lewis-New York,0,778
28,Onondaga-New York,0,778
28,Erie-New York,1,778
28,Livingston-New York,1,778
28,Cattaraugus-New York,1,778
28,Clinton-New York,0,816
28,Franklin-New York,0,816
28,Essex-New York,0,816
28,Hamilton-New York,0,816
28,Washington-New York,0,816
28,Warren-New York,0,816
28,Montgomery-New York,0,816
28,Schoharie-New York,0,816
28,Albany-New York,0,816
28,Columbia-New York,0,816
28,Ulster-New York,0,816
28,Sullivan-New York,0,816
28,Orange-New York,1,816
28,Putnam-New York,0,816
28,Suffolk-New York,1,816
28,Jefferson-New York,0,816
28,Lewis-New York,0,816
28,Onondaga-New York,0,816
28,Erie-New York,1,816
28,Livingston-New York,1,816
28,Cattaraugus-New York,1,816
28,Clinton-New York,0,980
28,Franklin-New York,0,980
28,Essex-New York,0,980
28,Hamilton-New York,0,980
28,Washington-New York,0,980
28,Warren-New York,0,980
28,Montgomery-New York,0,980
28,Schoharie-New York,0,980
28,Albany-New York,0,980
28,Columbia-New York,0,980
28,Ulster-New York,0,980
28,Sullivan-New York,0,980
28,Orange-New York,1,980
28,Putnam-New York,0,980
28,Suffolk-New York,1,980
28,Jefferson-New York,0,980
28,Lewis-New York,0,980
28,Onondaga-New York,0,980
28,Erie-New York,1,980
28,Livingston-New York,1,980
28,Cattaraugus-New York,1,980
28,Clinton-New York,0,1032
28,Franklin-New York,0,1032
28,Essex-New York,0,1032
28,Hamilton-New York,0,1032
28,Washington-New York,0,1032
28,Warren-New York,0,1032
28,Montgomery-New York,0,1032
28,Schoharie-New York,0,1032
28,Albany-New York,0,1032
28,Columbia-New York,0,1032
28,Ulster-New York,0,1032
28,Sullivan-New York,0,1032
28,Orange-New York,1,1032
28,Putnam-New York,0,1032
28,Suffolk-New York,1,1032
28,Jefferson-New York,0,1032
28,Lewis-New York,0,1032
28,Onondaga-New York,0,1032
28,Erie-New York,1,1032
28,Livingston-New York,1,1032
28,Cattaraugus-New York,1,1032
28,Clinton-New York,0,1120
28,Franklin-New York,0,1120
28,Essex-New York,0,1120
28,Hamilton-New York,0,1120
28,Washington-New York,0,1120
28,Warren-New York,0,1120
28,Montgomery-New York,0,1120
28,Schoharie-New York,0,1120
28,Albany-New York,0,1120
28,Columbia-New York,0,1120
28,Ulster-New York,0,1120
28,Sullivan-New York,0,1120
28,Orange-New York,1,1120
28,Putnam-New York,0,1120
28,Suffolk-New York,1,1120
28,Jefferson-New York,0,1120
28,Lewis-New York,0,1120
28,Onondaga-New York,0,1120
28,Erie-New York,1,1120
28,Livingston-New York,1,1120
28,Cattaraugus-New York,1,1120
28,Clinton-New York,0,1342
28,Franklin-New York,0,1342
28,Essex-New York,0,1342
28,Hamilton-New York,0,1342
28,Washington-New York,0,1342
28,Warren-New York,0,1342
28,Montgomery-New York,0,1342
28,Schoharie-New York,0,1342
28,Albany-New York,0,1342
28,Columbia-New York,0,1342
28,Ulster-New York,0,1342
28,Sullivan-New York,0,1342
28,Orange-New York,0,1342
28,Putnam-New York,0,1342
28,Suffolk-New York,1,1342
28,Jefferson-New York,0,1342
28,Lewis-New York,0,1342
28,Onondaga-New York,0,1342
28,Erie-New York,0,1342
28,Livingston-New York,0,1342
28,Cattaraugus-New York,1,1342
28,Clinton-New York,0,2154
28,Franklin-New York,0,2154
28,Essex-New York,0,2154
28,Hamilton-New York,0,2154
28,Washington-New York,0,2154
28,Warren-New York,0,2154
