"","GC","lon","lat","type","Description"
"3096","GC6EJFM",47.3963,-126.9135,"Type.earthcache","stalactites and stalagmites are formed by water dripping from fractures in the ceiling of a cave as rainwater percolates through the soil and rock above it dissolves and carries minerals as it passes through tiny bits of minerals usually calcite are left behind on the ceiling as the water drips to the cave floor some of it accumulates below where the drip splashes onto the cave floor depending on the amount of dissolved minerals in the water they can anywhere from decades to millennia to grow how do you tell the difference stalactites have to hang on very tight to stay on the ceiling stalagmites have to grow with all their might to rise above the floor of the cave in ancient times on remulak we hid in caves to shelter from predators our cones were camouflage to help us hide among the stalagmites on the cave floor can you find us hiding in the photo below logging tasks 1 find a cave and go inside 2 check carefully for coneheads hiding among the stalagmites do the colors of the coneheads match the stalagmites 3 check different caves and report in your log whether the coneheads and stalagmites are of different colors if the colors of the stalagmites are different do the coneheads always match 4 show your solidarity with the coneheads and post a photo of yourself wearing a traffic cone on your head with your log this is optional"
"3122","GC6QRF2",43.77528,-103.51682,"Type.traditional","when you have that feeling that you are the first person to see something in the black hills it is probably not true the native americans prospectors foresters and loggers have scoured every inch of this place looking for plants game valuable minerals and forest products even todays remote places like the black elk wilderness or upper pine creek natural area have evidence of occupation by humans including artifacts exploration pits tree stumps and roads as you search for the other caches in this area look for the arch in one of the granite formations it is visible from a game trail near here there are other parking options with more difficult hikes but be aware there are fees for the federal recreation area and state park that apply to the area around bismark lake if you park below the dam you are in custer state park and need a permit any time of the year if you park at the bismark lake day use area you need a permit during their summer operations season but not in the winter i like the adage pay the fee and they will leave you be"
"3136","GC6W21M",34.10503,-85.33457,"Type.earthcache","limestone new georgia encyclopedia limestone is a very common sedimentary rock consisting of calcium carbonate more than 50 it is the most common nonsiliciclastic sandstone and shale are common siliciclastic rocks sedimentary rock limestones are rocks that are composed of mostly calcium carbonate minerals calcite or aragonite carbonate rocks where the dominant carbonate is dolomite calcium magnesium carbonate are named dolomite rock carbonate rocks together make up onefifth of all sedimentary rocks in the stratigraphic record3 varieties of limestone chalk is a marine limestone consisting of tests of microscopic algae and foraminifera tufa is a chemical precipitate of calcium carbonate fossils are very common in marine calcitic sedimentary rocks rocks such as coquina are wholly composed of fossils but socalled normal limestones may be also highly fossiliferous the sample lower left is from the ordovician grainstone is a coarsegrained grainsupported variety that contains almost no limy mud micrite limestone is defined by these two criteria it is a sedimentary rock 1 and it is composed of calcium carbonate 2 there are other rocks that are composed of calcium carbonate carbonatite is a rare type of igneous rock and marble is a common metamorphic rock both are chemically composed of calcium carbonate but they are not limestones because they are not sedimentary rocks limestone can be colored by impurities however iron oxide can make limestone red brown or yellow while carbon can make it gray black or blue how caves are formed the underground world of caves caves are carved by water but water alone could never make the incredible formations found in caves its actually a chemical reaction as plant and animal matter decays in the top level of soil it releases carbon dioxide gas water seeping through reacts with this gas to form weak carbonic acid as carbonic acid dissolves the solid limestone a chemical reaction causes it to dissolve even more limestone about 25 times more than would dissolve in water alone this limestonewater drips through the cavern the carbon dioxide evaporates and the calcium carbonate that is left forms the stalactites and stalagmites we see in caves a cave is formed where there is bedrock of karst or limestone the water carrying on its chemical reactions travel through cracks in the limestone slowly dissolving the rock and enlarging the crevice the runoff descends to the water table the level of whatever river or lake is closest as the acidic water moves to the river or lake it dissolves more limestone widening the underground channel and drawing in more ground water with it in time a main horizontal underground stream is formed with pools and tributaries floyd county is located in the ridge and valley geological region the eastern part of the county is located in the great appalachian valley section of the ridge and valley geological province it contains multiple strata of paleozoic sedimentary rocks deposited when eastern north america was flooded by the ancient iapetus ocean dolomitic limestone limestone sandstone mudstone and shale are the dominant rock formations of the county caves are common in the county when the city of rome was first founded settlers found native american burials carved into the mudstone cliffs along the etowah river all the artifacts and skeletons associated with these burials have disappeared from public view it is not known which native american culture excavated the tombs stalactites softpedia news the carbon dioxide dissolved in the rain water droplets and attacks the limestone rock which is made mostly of calcium carbonate caco3 or calcite as a product of this reaction the newly formed chemical is cahco32 also called calcium hydrogen carbonate an extremely water soluble compound while on the roof of the caves bicarbonate filled water is filtered the carbon dioxide is released and the resulting calcium carbonate precipitates the newly precipitated calcium carbonate starts forming concretions around the falling point of the droplets towards the caves floor a stalactite starts with a tiny ring of calcite deposited by the falling water droplets in time the deposits build a very narrow 05 mm hollow tube called soda straw stalactite which can be very long but easy to break further calcite deposits left by water build the typical coneshaped stalactite this is an extremely slow process as a stalactite requires millions of years to form it is estimated that the growth rhythm of the stalactites is about 25 cm 1 in in 40005000 years the tag caver the earliest recorded description of the cave is from adiel sherwoods 1837 edition of a gazetteer of the state of georgia the gazetteer included an article copied from a rome newspaper dated january 15th 1837 and was signed wkb in the description it says the county presents one and only one natural curiosity that has been discovered and it is a subterranean cave in the lower part of vauns valley about 15 miles from this place rome it is situated on the summit of a lofty eminence and the visitor before he untakes the ascent may refresh himself with a rich draft of pure limestone water which issues from the base of the hill in a stream sufficiently large to supply all the water power necessary for the successful operation of a whole manufacturing village in newengland it has been documented that native americans inhabited the area prior to settlers and they called it talalah which means place of sunshine in the mid 1820s settlers of english scottishirish ancestry came to the area and established it as a town these settlers left the homes of their families in middle georgia the carolinas and virginia to find a place of their own in northwest georgia what they found was an area they would soon come to call cave spring the settlers chose the area because of the abundant water source and its surpassing beauty what they did not know is that the spring flowing out of the cave is fed by an underground aquifer that expels 23 million gallons of water every day the settlers found the area around the cave so delightful they began to build churches schools houses surrounding it they also made the area immediately surrounding the cave into a park for all the people to enjoy its temperature is a constant 57degree coolness very nice on a hot summers day legend has it that cherokee tribal meetings and games used to be held at the site visible in the cave is the towns namesake spring that produces 2 million gallons a day of the purest besttasting water anywhere people from miles around come to fill jugs and take home the awardwinning water park hours open daily from may to september 11am5pm monday through friday saturday and sunday10am5pm by appointment at other timesthere is a 1$ fee per person to enter the cave prior to logging this cache email me the answers to the following through my profile 1 judging by attributes that surround this cave how do you think it was formed 2 in the cave at the top of the stairs theres a unique formation different than the others what is that called 3 what do you think caused the different colors in the cave 4 above the unique formation what do the white stalactites remind you of"
"3153","GC7046B",36.50235,-121.2001,"Type.earthcache","safety warning be sure to carry enough food and water with you summer temperatures easily exceed 100 degrees a flashlight is also required to make it through the caves safely the caves are closed during periods of high water this cache examines the formation of a talus cave a rather uncommon form of cave the bear gulch cave is similar but that cave is closed from midmay to midjuly while townsends bigeared bats are raising their young portions of that cave are also closed for the bats hibernation period talus is the rock that falls from steep slopes and cliffs and accumulates at its base the size of the rocks in talus ranges widely and can include huge boulders to sand grains normally this material forms a loose pile of jumbled rocks at the base of the slope however this is not the case here because of the narrow canyons that have formed faults and fractures natural cracks that form in rock have created steep narrow canyons as the large pieces of rock break off from above and fall into the narrow canyon they become stuck between the walls the national park service believes that a rockfall the breaking off of a large number of boulders at one time during the last series of ice ages created the balconies cave continued weathering of the cliffs above continues to fill in the small spaces in between the boulders that form the top of the cave occasionally flash floods flow through the canyon and remove the smaller rocks logging requirements send me a note with the text gc7046b talus cave pinnacles nm on the first line the number of people in your group give your explanation as to why there are gates at either end of the cave is the reason the gates are there have anything to do with how the caves were formed the above information was compiled from national park service information and the following <url> <url> san francisco bay area network i m program monitoring report phase i october 2002 version 772005 jennifer bjork placement approved by the pinnacles national monument find more earthcaches"
"3173","GC77GZ7",34.52727,-119.18092,"Type.traditional","this is my fourth attempt to leave a geocache inside this secret cave by necessity it is tiny and also thin it is a cammoed micro sd card holder it would be a 4 difficulty except for the fact that i am going to tell you exactly where it is at even then it is at least a 25 to find the geocache enter the cave via the small crawl hole at ground level climb up onto the next level and stand up turn 90deg to your right and use your flashlight to look for a small shelf about 5 feet high use your right hand to move the 3rock spor to the side you might not see the geocache yet so feel into the pebbles for the tiny and flat container my betatester had a choice word when he found it and so may you i have tried reasonably sized containers but they go missing please replace the geocache exactly as you found it so the instructions work for the geocacher that follows you now that you have found the geocache signed the log and put the geocache back take some time to explore the cave look straight up to see how high the cave is look for the green specks notice how shiny the wet rocks are get the information you need for the earthcache how many rooms they are small are there in the cave based on where the water is dripping what parts of the cave is growing find a stalactite and measure how long it is is there a matching stalagmite for the most fun dont exit the cave the way you went in continue around an exit through the waterfall like these people didhttpsyoutubeycf8hndxim be careful on the rocks they are very slippery especially if your shoes are wet"
"3178","GC7917K",44.37055,-103.74268,"Type.earthcache","broken boot history olaf seim and james nelson came to the black hills and dug a mine just outside deadwood in 1878 known simply as seims mine it produced about 15000 ounces of gold over a period of 26 years gold wasnt the only metal seim and nelson found in their mine they also found plenty of iron pyrite or fools gold fortunately for the miners iron pyrite was in demand since it could be used to make sulfuric acid which was used in the processing of real gold the miners could get decent money for iron pyrite the mine made more profit from selling fools gold than they did real gold eventually even the iron pyrite wasnt enough to support the mine it closed in 1904 only to reopen briefly in 1917 with world war i raging demand was high for iron and sulfur crucial components of gunpowder and seins mine had enough to become profitable again when the war ended in 1918 so did the mines lease on life seims mine sat vacant for thirtysix years in 1954 a group of deadwood businessmen got together and approached olaf seims daughter mrs seima hebert and her husband john seima was olafs only living heir and current owner of the mine the businessmen wanted to repair the mine and reopen it as a tourist attraction seima and john decided to lease it to the businessmen the broken boot has been giving tours to visitors ever since in fact the broken boot has operated longer and more successfully as a visitor attraction than it did as a working mine local geology the black hills are the farthest east outlier of the rocky mountain system with which they connect structurally by the laramie mountains to the south physiographically they are not hills but mountains the average elevation of surrounding plains is about 3000 feet while harney peak reaches an elevation of 7242 and other peaks in various parts of the region reach 6500 feet nearby terry peak attains an altitude of 7071 the black hills were formed by a domical uplift at the end of the cretaceous which on erosion exposed all of the cretaceous and older formations down to the precambrian complex the deadwood formation consists of a basal conglomerate and buff sandstones overlain a sequence of by greygreen shales carbonate rocks and glauconitic quartzose sandstones the deadwood conglomerates contained significant quantities of gold in the black hills in most areas the sediments of the deadwood formation were deposited in near shore shallow water environments as an ancient sea advanced across the exposed and weathered landscape of precambrian rocks mine terms stopes stopes are large underground rooms from which ore is removed they are formed when miners drill numerous holes into the rock wall called the working face these holes are then loaded with explosives and detonated the blast breaks the working face and rock into pieces small enough to be loaded into mine cars and carried from the mine drifts a horizontal passageway is called a drift drifts vary in height and width from as little as three feet to those large enough to accommodate an oversized ore truck adit entry into underground mines are either down a vertical shaft or a horizontal opening called and adit cribs cribs are the heavy wood supports that protect the drift cribs are installed to support the drift allowing for safe passage and use logging requirements 1 how many stopes are there in the broken boot gold mine 2 what is the temperature inside the mine according to the thermometer near the largest stope 3 how long is the mine 4 name two minerals besides gold that are present in the mine 5 how did the mine get its name pictures are not required but they are appreciated please post a picture of you your gps or anything you found interesting anywhere around the mine i have earned gsas highest level"
"3180","GC7A4E",45.96095,-121.6987,"Type.traditional","you can drive nearly to this cache if you have a sturdy vehicle road conditions vary with the season but it is along a forest service road you have to hike in from the road your hiking distance will depend on how close you are willing to drive the trail from all directions is pretty tame the cache is outside the entrance to the cave this cave was formed when lava flowed from mt adams it is part of a lava tube no small children please this a real cave the average adult can squeeze through the opening and do some exploring bring a good flashlight and proper attire its cold in there gps signal reception was very poor but i got several readings over an hour and picked one in the middle you should be able to spot the location easy enough the cache is at the tip of the v formed by the trees nearest the coordinates original cache contents cable bike lock log book pen wooden matches feng shui scented seasonal candles set of 4 jumping insect toy kick hacky sack original cache was pretty well trashed and soggy so it was replaced may 1 2005 with an ammo can and the following treasures new cache includes a purple nexium pen light up yoyo feather julies idea nica doll from nicarauga a cd for a puzzle cache glow in the dark star kiwanis international key chain golf ball marker from the resort tiny musketeer toy a faux swiss army knife one of those $200 knockoffs japanese year 2000 stamps an egyptian ten pound note worth about $135 im told"
"3192","GC7EE76",34.10568,-85.33635,"Type.earthcache","the description and tasks will teach an earth science lesson of this unique spring coming out of cave springs natural limestone cave due to some geocachers use gps devices with a limited amount of text this cache page is long so we place the logging tasks near the top and bottom logging task obviously please email the answers so you dont give them away 1cave springs is what type of spring 2 what is the magnitude classification of cave springs amount per day will help you figure this out a bit of math will be needed 3 inside the cave you will step back in time when cave springs natural limestone cave was being created with its impressive stalagmites and legendary devils stool formation above the devils stool the are some beautiful white stalagmites what do they remind you of 4 not required but recommended enjoy the park take some pictures and relax and please take a picture to post with your log of your self group or something near where spring exits the earth and remember the whole point of this game is to have fun and explore first we start with hydrogeology hydrogeology that deals with the movement and distribution of groundwater within the rocks of the earths crust such as in aquifers a spring is any natural situation where water flows from an aquifer to the earths surface it is a component of the hydrosphere aquifers in georgia an aquifer is an underground layer of waterbearing permeable rock or unconsolidated materials such as gravel clay silt or sand from which groundwater is contained and transmitted groundwater makes up about twenty percent of the earths fresh water supply groundwater is water located beneath the ground surface in voids or fractures of underground layers of rock a unit of rock or an unconsolidated deposit is called an aquifer when it can yield a usable quantity of water the depth at which fractures and voids in rock become completely saturated with water is called the water table groundwater is naturally replenished by surface water from streams rivers and precipitation and eventually flows to the surface naturally when it reaches the water table this natural discharge often results in springs springs indians and early settlers were known to depend on the crystal clear waters of cave springs many local folks stop by and fill containers with the water of the spring springs are a small part of the water cycle basically the water of our earth constantly evolves and is moving through a series of changes cave springs is part of that cycle the cycle of water the largest springs like cave springs are formed in limestone and dolomite in the karst topography of the region definition of karst a landscape characterized by the presence of caves springs sinkholes and losing streams created as groundwater dissolves soluble rock such as limestone or dolomite karst cross section limestone fracture relatively easily when weak carbonic acid formed by rainwater and carbon dioxide enters these fractures it dissolves bedrock please note the limestone formation above cave springs with several fractures when it reaches a horizontal crack crevice or a layer of nondissolving rock such as sandstone or shale it begins to cut sideways as the process continues the water hollows out more rock eventually creating airspaces the largest of which are known as caves or caverns this process usually takes thousands of years to complete when the spring surfaces gravity takes over and as with all streams the flow is downhill<<font> spring location spring location is related to geologic structure and topography in the valley and ridge province many springs are located on or near anticlinal anticlinal definition inclining in opposite directions from a central axisaxes and around the noses of plunging anticlines open tension fractures tend to be concentrated in these places and in the case of plunging anticlines wateryielding beds may drain in the direction of plunge the bases of sandstone ridges are in general the sites of major springs cave springs like other larger springs tend to be in valleys and some form the headwaters of streams an example of water flow with a spring formation water flow amount the amount of water that flows from springs depends on many factors including the size of the caverns within the rocks the water pressure in the aquifer the size of the spring basin and the amount of rainfall springs are classified by the volume of the water they discharge the largest springs are called firstmagnitude defined as springs that discharge water at a rate of at least 100 cubic feet of water per second down to eighth magnitude where less than one pint per minute flows zero magnitude is reserved for past sites with no current flow 1st magnitude > 100 cubic feet per second 2nd magnitude 10 100 cubic feet per second 3rd magnitude 1 10 cubic feet per second 4th magnitude 100 gallons per minute 1 cubic feet per second 5th magnitude 10 to 100 gallons per minute 6th magnitude 1 to 10 gallons per minute 7th magnitude 1 pint per minute to gallons per minute 8th magnitude less than 1 pint per minute 0 magnitude no flow sites of pasthistoric flow types of springs springs are named for how they flow and there are four main types the first type of spring is a gravity spring this is just what it sounds like these form from the pull of gravity the water gets pulled down through the ground until it reaches a layer it cant penetrate because it has nowhere else to go it starts flowing horizontally until it reaches an opening and water comes out as a spring these are usually found along hillsides and cliffs next we have artesian springs which come from pressure in confined aquifers forcing the water to the surface the pressure inside the confined aquifer from being smooshed between those impermeable layers is less than the pressure outside the aquifer so the water moves in that direction any cracks or holes in the land will easily let the water escape seepage spring which as you may have guessed is groundwater seeping out at the surface seepage springs slowly let water out through loose soil or rock and are often found in land depressions or low in valleys finally we have a tubular spring these springs occur in underground cave systems which resemble underground highways these tubes or channels are made of limestone and as water moves through this type of rock it dissolves some of it away tubular springs are some of the largest springs on earth and the tubes themselves can be so small that you cant see them or large enough to walk through history note people for millennia have use the spring with its fresh tasty water pouring out of the limestone mountain the creek indians called it home for a long time before the cherokee tribe drove them out then the settlers drifted into the area and drove the cherokee away cave spring ga this earthcache is the entrance to a cave located in rolater park 13 cedartown st cave spring georgia 30124 cave spring its european settlement begun in the mid 1820s in one of the loveliest parts of the cherokee nationand is a small town in beautiful vanns valley located about 14 miles southwest of rome< and 5 miles east of the alabama state line on us hwy411s ga hwy53 the town of cave spring was named after the cave and get all its water from the cave cave spring ga is said to be one of those places that is quintessential georgia in the years past it was where everyone knows your business and people looked out for other peoples kids cave springs original claim to fame is its namesake mineral spring flowing from the cave in rolater park its 29 acre site having been given to the citizens of cave spring by dr joseph b rolater water water visible in the cave is the towns namesake spring that produces 2 million gallons a day of the purest besttasting water youre likely to find anywhere people from miles around come to fill jugs and take home the awardwinning water about rolater park now a little about rolater park where the cave spring is located the caves spring overflows into a serene reflection pond and small stream the water enters a one and a half acre swimming pool the pool is the second largest pool in georgia and is the shape of the state out line the water is a constant 57degree coolness year round years ago when i was growing the park was the former home of gsd ga school for the deaf it was once known for the spring fed swimming pool park and gsd that sat just behind the pool gsd was home to many deaf children over the years finding cave springs hydrogeology earthcache has a self glided tour and we feel you will enjoy the tour so we have posted the hours and fees for you to consider if you take the cave tour you will a full perspective of how the spring leaves the under ground world and you will step back in time when cave springs natural limestone cave was being created with its impressive stalagmites and legendary devils stool formation you might see were the water come into the cave youll welcome its constant 57degree coolness on a hot summers day the cave located in rolater park it is open daily from may to september 11am5pm monday through friday and 10am5pm on saturday and sunday and by appointment at other times fee $100 per person self glided tour we are sure you will enjoy the earth cache the spring the cave and all that is around it logging tasks cos wife watching the coming out of the mountain this is the type picture we would love to see with the logs there is a lot of good information about springs we hope you read and enjoyed it all but to log it you can get a picture of your self group or something near where spring exits the earth and post with your log but that is optional then email me the answers to these questions obviously please email the answers so you dont give them away and try to email and log the same day thanks 1cave springs is what type of spring 2 what is the magnitude classification of cave springs amount per day will help you figure this out a bit of math will be needed 3 inside the cave you will step back in time when cave springs natural limestone cave was being created with its impressive stalagmites and legendary devils stool formation above the devils stool the are some beautiful white stalagmites what do they remind you of 4 not required but recommended enjoy the park take some pictures and relax and please take a picture to post with your log of your self group or something near where spring exits the earth and remember the whole point of this game is to have fun and explore i will email you if you if you have the wrong answer thank you for finding my earthcache works cited <url> <url> <url> <url> <url> <url> <url> <url>"
"3209","GC7MAF8",36.44597,-94.22255,"Type.traditional","when you left this town with your windows down and the wilderness inside ~ the lumineers angela not all who wander are lost is a series of caches that may be out of the way but should be worth the trip the caches in the series require you to explore locations after the pavement ends many of the caches have unique containers high rated terrain and not your typical attributes link to other caches in series not all who wander are lost blowing springs park is surrounded by great hiking biking trails the area has great terrain scenery and caches there is also a pavilion picnic tables grills and bathrooms across the street from the cache parking waypoints are provided one is around 50ft from the cave the other is about half a mile away if you would like to hike the trail and find a couple caches the entrance to the cave is 8ft tall and 20ft wide it goes back around 50 feet and is much more narrow at the back the cache is a fake rock hidden half way to the back on the left side the ceiling is around 4 feet keep an eye out for salamanders and bats please take time to properly rehide the cache as the location is often visited by muggles bring a flashlight and your own pen photos are encouraged ftf teamscubasphynx this cache will give you a couple points towards the following challenges nwa night owl challenge gc7a8pt nwa danger is my middle name challenge gc7abd8 nwa mans best friend challenge gc7ab76 nwa mother nature challenge gc7a8k8 nwa goatworthy challenge gc7ady8 nwa take a hike challenge gc7a6z6 nwa negative attributes gc7cx74"
"3210","GC7N0EE",40.78,-96.70775,"Type.earthcache","welcome to the robbers haunted cave earthcache this cave is currently accessed via a building built directly on the site and requires an entrance fee you may schedule a public or private cave viewing here note from joel if anyone arrives in the near future it will look like everything is closed simply because the brewery is closed but by booking a tour ahead of time online he says he will open the building for your tour remember your tour guide is a valuable resource your journey begins in a barrel room where the earths temp and humidity level are both perfect for the fermentation process all the tunnels of this 500 ft by 62 ft deep cave are connected for a total of 5600 square feet and anywhere from 700900 lineal feet depending on if you count the cross tunnels that make it near impossible to get lost though there are some indications that a manmade wall once separated this cave from an extensive underground network word is that those passages likely have collapsed anyway with talk that bandits used this cave as a hideout perhaps their spirits still roam these passages dakota formation the dakota formation also dakota sandstone is a geologic formation composed of sedimentary rocks deposited in the lateearly to earlylate creteceous western interior seaway these are among the oldest cretaceous rocks in the northern great plains including kansas nebraska iowa minnesota and wisconsin there it consists of sandy shallowmarine or beach deposits with intermittent marineinfluenced mudflat sediments and occasional stream deposits the sandstones of the dakota formation form the dakota aquifer an important water source in some areas of the great plains cave formation many sandstone caves were formed from the erosion of a sandstone bed the sandstone was washed away by groundwater that created pipeshaped cavities in the sandstone over the years more groundwater helped shaped the cavities filling many of them with stream sediments and items from the surface such as wood that over time become petrified in the sandstone petrification is the process by which organic matter exposed to minerals over a long period is turned into a stony substance at robbers cave they found two petrified items low in the sandstone layers deposited there long ago you should find out on the tour what those items are these caves formed in the walls of the valleys along deep rivers at the base of cliffs carved out by water and wind the water loosens the natural cement holding the sand particles together then the moving water and wind carry away the grains of sand early photos showed that there used to be a cliff on the west end where flood waters from the nearby salt creek beal slough rivers would flood to help create this cave now evidenced by water lines there were 3 entrances in the cliff but only one was natural unfortunately the cliff was accidentally destroyed by a quarry the majority of this cave was handcarved from that one natural opening prior to the 1870s exposing many interesting sandstone layers inside iron ore and limonite are responsible for some of the color variances especially visible in tunnel 2 alive or dead caves can be classified in various ways including the contrast between active and relict active caves have water flowing through them relict caves do not though water may be retained in them types of active caves include inflow caves into which a stream sinks outflow caves from which a stream emerges and through caves traversed by a stream how to log a smiley to log a find please visit the cave then send us your answers to the below questions via email or messaging include gc7n0ee robbers haunted cave in the subject line along with your answers 1 what type of sandstone is robbers cave 2 in tunnel 2 there is a thick darker layer near the floor and a striped lighter material the rest of the way to the ceiling what are the two materials that make these layers distinct 3 describe the ceiling shape of tunnel one in comparison to the ceiling shape of tunnel two why are they different 4 is this cave alive or relict explain why you think so 5 what 2 petrified items did they find buried deep in the sandstone 6 the area near fat mans misery filled up with mud and muck how much fell in and what caused that to happen 7 optional but encouraged with your log include a photo of yourself in the cavern as irrefutable proof of your visit a special thanks to joel green mesozoic for their assistance in developing this earthcache over the past year sources photos by jla c2018 <url> <url> <url> wang herb 2003 saga of the dakota sandstone monroe james s and wicander reed 1997 the changing earth exploring geology and evolution 2nd edition wadsworth publishing company belmont california page 610 isbn 0314095772 geology of the quarry dakota sandstone dinosaur national monument national park service"
"3260","GC84YYQ",33.48775,-86.80533,"Type.traditional","this is the site of the valley view red ore mine it operated from 1904 to 1924 this is actually a hoist cable support the cable pulled the ore cars out ot the mine and onto the tipple so that the rail cars could be loaded on what is now called the vulcan trail i believe the original mine entrance is about 100 yds east but it is on private property owned by the club at the height of the operation there were 23 houses a store 2 barns a tipple supply hoist powder magazine and a water tower several of the original foundations are still visible in the area"
"3273","GC89P27",32.73045,-117.25658,"Type.traditional","warning this is not a cache for everyone please read the entire cache page and heed the warnings many years ago caves were dug under sunset cliffs blvd that were accessible through a series of stairs into one or more of homes on the other side of the street the caves no longer go all the way up into the houses but there is still lots of cool stuff to explore down here heres a link to the hidden san diego website with some really cool pictures and lots more information when i came down here solo not recommended to hide the cache i found it to be a very exhilarating if not petrifying experience youve got a 20yard swim in the surging surf sharp barnacles on the rocks slippery moss everywhere stinking seaweed deep holes covered with seaweed etc etc etc undeterred i grabbed my dry sack from gwxvi and tossed in the cache container my electronics flashlights id and other things that might be helpful to those who would soon need to identify my body i rolled up the dry sack and belted it around my waist and then cautiously descended to the swim th coordinates i watched the surf and surge for a couple sets of waves before sucking up the nerve to take the big plunge a few minutes later i was at the huge pile of rocks at the mouth of the caves i climbed up and over the very slippery riprap and saw there was a cave on the right and one on the left i flipped a coin in my head and chose the cave on the left sloshing through the footdeep slimy seaweed that covers the uneven rocky ground at one point my foot went down too far for comfort and i retreated a bit a couple yards into the cave i disturbed a nesting bird that scared the bejesus out of me as it flew away mere inches from my head meanwhile literally millions of bugs bombarded me mercilessly i recommend bringing a bandanna to cover your mouth and nose at this point i was just too freaked out to continue so i found a nice shelf for the cache and hightailed it out of there the insects were so thick and the seaweed so deep and the whole experience so freaky that i didnt explore all the coolest areas so there is plenty more to explore than just where the cache has been hidden enjoy your thrill seeking adventure here and hopefully you make it out alive theres plenty of treasure waiting for your that is deserving of this 55 adventure warnings please take note of the following the cliffs here are dangerous caveins are known to occur from time to time not recommended doing this alone bring a crew dont forget to bring a flashlight bring a bandanna for your mouth and nose very low tide is recommended even at low tide you will need to cross about 20yards of ocean water the water here surges with the surf so do not attempt during high surf wind or other heavy weather know your own limitations and do not attempt if you are not in good physical condition you will need to traverse sharp rocks slippery rocks slippery seaweed deep squishy seaweed and other treacherous walking hazards wear river shoes or other adequate footwear be prepared to be startled by nesting birds millions of flying insects and other scary forms of flora and fauna there are deep holes along the way that might be covered in seaweed so step very carefully to avoid falling into the abyss have a blast congrats to pqcaching oesteado and loookin4u for coftf"
"3276","GC8AXJG",41.2536,-96.00567,"Type.earthcache","nebraska is not known for caves in fact most of the known able to climb into caves in the state can be counted on one hand nebraska is not a cave state missouri is still there are caves forming and others that are deeper that have yet to be discovered the worlds largest cave hang son doong was just discovered in 1991 and as a solutional cave it was formed in soluble limestone and is believed to be between 2 and 5 million years old caves have different stages of lifestages the basics are water seeps into the ground and starts dissolving the rock this is followed by the formation of streams and rivers underground which the water that seeped through carved tunnels that now the water passes through over time the water erodes away the rock more and more and leaves behind caverns we never get to see caves unless the streamriver punches through the rock in a hill side via a spring as the spring water erodes the rock more and more it creates a bigger hole and soon humans can enter caves are deemed alive if there is water movement and likewise caves are deemed dead if there is no water in the cave water is key to cave formation without it caves dont happen cave tunnels and caverns are shaped and determined by the type of rocks the water encounters the more soluble the rock the easier the water creates the tunnels and caverns the path of least resistance wins the cave here is still forming and the mineral spring here will someday be the entrance of the cave this mineral spring was discovered long before the city of omaha was formed however in 1917 the city of omaha did a water test and found the spring had silica magnesia soda and some other minerals this area was built up around this mineral spring and this grotto provides enjoyment for all to enjoy this natural spring produced cold and fresh water and people came from all over the area for the mineral water the spring water was later piped through the seven different rocks to allow easier access to the water the main source comes through the hillside this means the formation of a cave is in the hillside area here the rocks in which this cave is forming are pennsylvanian period rocks pennsylvanian period was between 3232 million years ago to 2989 million years ago there have been several different types of pennsylvanian period limestone types found throughout the omaha area winterset limestone dennis limestone drum limestone chanute shale lola limestone lane shale wyandotte limestone bonner springs shale merriam limestone plattsburg limestone south bend limestone and stanton limestone have all been found around the omaha area how caves form cave formation begins when rainwater absorbs carbon dioxide as it falls through the atmosphere rain water must have carbon dioxide to become acidic it must be acidic to chemically react to the limestone bedrock rainwater is absorbed by the soil into the ground as rainwater comes through the soil it absorbs more carbon dioxide that is being produced by plants that are dead this changes the ground water to a weaker form of carbonic acid h2o + co2 = h2co3 as it travels down through the ground it comes to solid rock when the rock is limestone or dolomite caves can form the water reacts chemically with limestone and slowly a larger and larger space will form this happens because the rocks are made of calcium carbonate caco3 this is what you call chemical erosion as the space becomes larger and larger the water can flow through as it flows it erodes physical erosion washes away rock and sand this is what makes a cave larger and forms an underground stream finally over hundreds of thousands of years or even millions of years the cave is formed logging requirements do not post answers in your log send the following answers to me the text gc8axjg life stages of a cave on the first line how many spots does the mineral spring come out of what minerals are known to be in this spring what period of rock is this cave forming in how long do you think it will take before you will be able to enter this cave congratulations to for ftf i have earned gsas highest level"
"3279","GC8C6",34.95728,-116.84877,"Type.traditional","because of the history of this area and this mine in praticular silver mining and also because motion picture film is made using silver this cache is in a 35mm film cansilver colored the can has a large black x on one side and the words oregon mine geocache in red marker on the opposite side please take into account the size of the container it is 12 in diameter by 2 tall so items have to be relatively flat if possible please keep items in the cache limited to one of the folllowing silvercolored or actual survivalsuch as the sunblock or chalk idbusiness cards stickers good luck finding this one this is one of my favorite places to visit and the mine itself is just astounding please be carefull on a subsequent return trip while in the mine one of our group was apparently bitten by a brown recluse spider he did not see the spider or feel the bite until later while not always fatal the bite is exceptionally painfull and will likely scar for life seek immediate medical attention if bitten and watch where you put you hands also be aware of the weather odessa is a box canyon formed by running water it is not a place you want to be if a summer monsoon rolls in read the log this nearly happened to me and two friends on a return trip"
