users	status	date	clean_log	i
VT2NJ	Found it	6/8/2019	We were on the wrong side of the stream on some little side trail when we started looking for this one took us awhile but we eventually got back on the main trail and got in the right area, once there it was an easy find. Jus a warning this cache is about 300ft past a sign that says “DANGER Abandoned mine openings in this area AREA CLOSED”	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
007 explorers	Found it	5/18/2019	Out today with Whereiscache for a great day of caching. This area is beautiful and never disappoints. Thank you to everyone involved in placing these caches!	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
mtdesq	Found it	5/6/2019	Vacation day from work and this looked like a great place to hike and geocache. Thanks for all the caches.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
ultrasound69	Found it	4/25/2019	TFTC and thank you for bringing me to this beautiful spot	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
unimoggers	Found it	4/2/2019	Caching today the Sussex Branch Trail and others in the area on my bike. This one seemed to take me forever! Weather: Sunny 😎 and high clouds ⛅️ Footwear: Sneakers 👟 Equipment: Bicycle Cache condition: Great! Last found: March 24, 2019 TNLNSL, T4T$;-) Thanks, Metro Mega, for taking the time to maintain this cache. #11652 @ 12:32 PM. Please come to GeoWoodstock XVII Ft. Worth, Texas, U. S. A. May 25, 2019  10:00AM - 5:00PM https://coord.info/GC7NBWQ It is on the way to Giga status, so please log a "will attend" if you can attend. Also register to attend the very rare GPS Adventures Maze exhibit cache! https://coord.info/GC82ZPV	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
JCHB4	Found it	3/24/2019	Tftf	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Senor_Nixon	Found it	2/9/2019	Spur of the moment decision to go out today. Glad I did. Had fun finding the few I did. Tftc.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Foundinnj	Found it	1/26/2019	I had a rare day where my Geocaching buddy was not able to cache with me. At that point, I go for something with lots of hiking. I looked around and spotted the Sussex branch trail and the bike trail. I left South Jersey around 5 am and got to the parking spot around 7:30 am. It was 18 degrees when I started and warmed up to 30 by the time I ended my hike. I parked and headed north then did the loop around the lake on the bike trail. After that I ended up on the rail trail and headed north to the end and worked my way back to the car. I ended up hiking over 9 miles in about 5 hours. It was very enjoyable being here. Great views and a nice river to walk along. I left around 12:30. I ended up finding everything except one cache, bummer. A couple of them gave me a hard time. Glad there were hints for most of them. My GPS is always off in this area. Not used to looking through rocks and leaves for caches. Thanks for placing this cache for all to find. TFTC SL.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
T4746	Found it	1/12/2019	Submitted via Garmin Live Geocaching	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
brailey12	Found it	12/30/2018	We found it!	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
urpickle	Found it	10/21/2018	The wonderful scenery to be found at GZ. He had no trouble locating this one. TFTC	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
BrierPatch	Found it	10/20/2018	Find# 4,650 Out on a caching adventure today with Taging along. We are headed to 2018 Metro Gathering Witches of Salem. Looking forward to a great day, and as we are opportunistic catchers we intend to make finds along the way. We will reach the end of the trail we decide to sit down for a few minutes after we made the fine and just to enjoy the gurgling of the creek here in the beautiful scenery as the sun was cresting down over the swamp thank you for the hide I I I I I I I I I I I I I I I I I I I I I I I I I I Barkley loves running and dashing, In Mire, muck, mud he is splashing! Nothing's better to him Than a walk on a whim  That is why he loves Geocaching! I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I May the Finds, be ever in your favor. Thank you Metro Mega For placing and maintaining The Ogden Mine Railroad	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Taginalong	Found it	10/20/2018	Found this what a beautiful stream	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
gpscouts	Found it	10/19/2018	Saved this one to do heading back, rugged terrain, beautiful fall day, so glad to be here and on vacation from my indoor job! TFTC	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
KanoeBillder	Found it	8/28/2018	I waited til I reached the side trail before turning towards GZ. The trail did lead very close to GZ. There was a bit of poison ivy nearby and once there after a short search I had the cache in hand. The container was in good shape and I signed in on the dry log. Thanks for placing this one by the nearby mine openings.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
DFP1	Found it	7/30/2018	Sad to say this was our last cache on the trail for the day but only because this was the last one I had loaded into my GPSr. Didn't know how far my partner would want to hike so I just loaded the first few caches on the trail. We would have done at least a few more. Next time I'll load everything! Headed to Byram to try a few caches along Jefferson lake.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
klizich	Found it	7/26/2018	Out doing the trail today and catching a mile stone. Took a side trail to get to this one and had to dodge downed trees. I think the recent rain may have toppled a few. Stamped the log. Log and cache are in good shape. The water was a bit high today because of the recent rains.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
i'mbugs	Found it	6/24/2018	found today with my dad. tfth	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
MEMO Machine	Found it	6/24/2018	Found with imbugs. Tfth	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
smherli1031	Found it	5/31/2018	TFTC NICE WALK THANK GOD FOR BUG SPRAY	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Harry Dolphin	Found it	5/28/2018	Pretty spot off the main trail. Easy find. Thanks.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Dom124	Found it	5/18/2018	Fist geocache I ever found. But forgot a pen.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
kismet2017	Found it	4/22/2018	Great hide....	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Sunnyshine215	Found it	4/7/2018	Took a second to find	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
kdj2325	Found it	11/5/2017	Awsome	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
Lostagn	Found it	10/28/2017	Thanks for the find while attending the Mega event.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
TheDeathlyHallows	Found it	10/28/2017	Teamed up with a group of friends to tackle the whole line of these caches before the event. TFTC.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
BriGuyNY	Found it	10/28/2017	With LabRat, cdparker1 (and mom), and DeathlyHallows, we had been discussing that some locations really don't live up to their title or description. This one has a cool title and description, but the location? Eh... just don't expect anything too extravagant... LOL. It was still a good side-trek from the main trail though, and with me in the lead, I actually grabbed this one! That felt really great. Signed and replaced, we then returned to the trail just a few minutes later. TFTC!	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
LabRat101	Found it	10/28/2017	#10 on the Sussex trail. This old road must have had a story at one point. Was there a bridge here long ago? TFTC!	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
foxtrott871	Found it	10/28/2017	co thanks for placing caches today was the best day for an event and to take a hike /walk finding caches and seeing the fall colors and of course for meeting fellow friends thanks the great day and for the great history of this area	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
jdkieup	Found it	10/28/2017	Before the MEGA my husband and I took a bike ride. This is a lovely trail to bike. I think the weather and the leaves were perfect. I am so appreciative of the caches along this trail. They were great and a good way to start the day.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
The Orr Knights	Found it	10/28/2017	I found this on a busy Mega day. TFTC	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
ChiefSitsOnArrowTip	Found it	10/28/2017	Chief takem little ones to event. It nice to cache with group for once. Like hunting party for the weeks food with all village hunters. Kids no go there but here they get to work with others. Give Chief break from chasing them all over.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
cdparker1	Found it	10/28/2017	Received a text from BriguyNY asking if we wanted to meet him for doing this series of caches before the event. We met him and Labrat at the other end and hitched a ride back to here to start the day. While in the parking lot we were first approached by gworol then found his wife Kathy and then The Deathly Hallows pulled in. We added TDH to the mix and after finding this one, we all headed out on the Sussex Branch Railroad! I love the descriptions and history that is detailed on the cache pages. We had a nice slow pace with BriguyNY still on the mend from back surgery. It is great to see him out and about. The pace allowed many photos to be taken from our gang. Labrat was our retriever for Mile Post #51. I gave him a hand getting back up. We hit this one after MP51 and after a couple of non-starts, we zeroed in on the correct spot. The funny think was that TDH, from up on the trail, directed us right to it as his eagle eyes could see it. I replaced better than found and asked for confirmation from TDH that he could no longer see it. We continued our trek to the Sussex Mine RR and were hoping to see some mining action near the cache. No mines here but another smiley to add to the collection. I have forgotten which one this was but overall was a fun trek. The Jimmies was easy to remember as I pondered where I would put it vs. where it was as I can be quite devious and demanding of my searchers. You were much nicer than me! We had joked that we were hoping for another good location to match the description, ie, some sort of mine....again we did not see it but enjoyed the walk out here.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
thiayack	Found it	10/28/2017	Found it and a pretty view Thanks for the cache SL	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
MrBee&WillowTree	Found it	10/28/2017	I (MrBee) had so much fun doing half of this trail last night that I had to complete it this morning. Great--but chilly--morning of caching today. All of the caches were found with few issues. Thanks!	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
DRTrack	Found it	10/28/2017	Made the short side trip while going up the rail trail. Pretty next to the stream.	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
drpeterson3	Found it	10/28/2017	A nice little detour off the main trail!	https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad
				https://www.geocaching.com/geocache/GCTYNW_leathermans-circuit-the-clinton-cave
ThePiedPiper	Archive	1/24/2020	.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
speckledbee	Didn't find it	1/19/2020	Could not find.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
AndreamosK	Didn't find it	11/10/2019	Couldn’t find this one😩	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
3_little_birds	Didn't find it	11/10/2019	Pretty sure we were in the right spot based on pictures but couldn't find this one today.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
jheria	Didn't find it	5/3/2019	Possible missing cache?	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
ROFJR1	Found it	1/6/2019	TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
alyssadale11	Found it	12/30/2018	found	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
chubbybuffalo	Found it	12/19/2018	Another quick find on our hike on a warm December afternoon.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
spartanshope	Didn't find it	12/5/2018	Not sure if our phone app was working great. Missed four of five targets today.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Jerako	Found it	10/27/2018	Great cache! Nice hiding spot.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
SunscorchX	Found it	8/25/2018	Nice find, pretty overgrown but still visible. Didn’t check for the log - didn’t come dressed for diving into the undergrowth! Tftc!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Cheeze5385	Didn't find it	8/23/2018	May be gone ?	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
korysan	Found it	8/16/2018	Out and about clearing up a few more spots south of home. Looking forward to seeing the cave here. This one took me awhile to find for some reason. Eventually found it. Log was dry . TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
CornbreadEater	Write note	6/23/2018	-	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
jweb30	Found it	5/12/2018	Tftc.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
crewcolvin	Found it	4/21/2018	Fast and fun. Cracked container. Damp log.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Rastabane123	Found it	2/3/2018	Good one thanks!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
chbur9904	Found it	9/17/2017	In good shape	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
CornbreadEater	Found it	7/22/2017	-	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
TideintheVille	Found it	5/26/2017	Another fun find as we make our way back to the car. Tftc!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Gnomad51	Found it	5/26/2017	Thanks for the cache, signed the log.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
420sg_kun	Found it	5/15/2017	5-8-17	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
American_Gearhead15	Found it	3/26/2017	Almost done on this trail, really enjoying myself out here! Tftc	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
cbm	Found it	3/26/2017	Tfhc!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Farbrent	Found it	3/26/2017	Took cross left a quarter there's a lighter in here which I think is a No-No but I'm leaving it thanks for the cash	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Farbrent	Found it	3/26/2017	What are pretty high but it's broken up by all these geocaches found with El Gato Loco and some friends thanks for the cache!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
tleu	Found it	3/19/2017	We are so excited to be led to the cave by this nice string of caches! Removed some trash from the cache. TFTH	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
cvm3	Found it	3/19/2017	Tftc	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
russellbglass	Found it	1/30/2017	Great hide.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
momndad2boys	Found it	1/29/2017	And so it begins, our three heroes set out this morning to have a wonderful journey and find their 7,000th cache. So many caches around to make this milestone, but today we choose and old school hike, spelunking and signing. What a beautiful area on this cold morning, what an awesome place for to grab some caches. Starting to see more and more signs of life around, but still nobody on the trails. Not sure that anyone makes it out of this alive, be we will see. As we continue on we start hearing something fast moving to our left. What is this new noise, two beasts to deal with. And it starts a small climb here.... TFTC ACT	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Quarter-Master	Found it	1/23/2017	We came out this weekend, a caravan of cachers to conquer the newest TN Geocaching attraction, the SCTTA Geotour. We cached from Friday afternoon through Sunday night to complete this tour, granted with lots of detours along the way, but we got it done, and with only one DNF. I must say, I have enjoyed both this and the Jack Geotour immensely, in fact they are some of my favorite or should I say most enjoyed Geocaching experiences. MillasMommies12, Diggin' Up Bones, Puzzled Lady, Black•dot and myself had a blast touring the history and culture of Middle Tennessee, as it is so different than even Knoxville and Oak Ridge from which we hail. Thank you for hiding all of these and for creating such an enjoyable experience for us all. TFTC!!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
PuzzledLady	Found it	1/22/2017	Here with friends from East Tennessee TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Diggin' Up Bones	Found it	1/22/2017	Down here while the gang working on the GeoTour, finished up a little early and decided to grab a few caches in the area to finish the day. All is well. T4T$!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
black•dot	Found it	1/22/2017	Out for a weekend geocaching adventure with the gang to collect all of the SCTTA geotour caches! The Tennessee geotours are well worth doing, just for the beautiful drives and history lessons alone. TFTC, now on to the next!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
bakesx5	Found it	1/16/2017	found it	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
lazygardner	Found it	10/23/2016	Having a great time finding the caches on this trail. All is well here. Thanks for the fun.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Gray Bat	Found it	10/15/2016	I have been wanting to seek the caches at the Yanahli wildlife management area for at least three years. I was able to finally fulfill that desire today by bringing a friend from work to join me. Found the coordinates spot on for almost all the caches. Quick find on this one. Thanks for placing caches for others to find and enjoy.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
SoulSanctuaryTN	Found it	9/5/2016	The lid is cracked so there's not really a good seal on the container but everything was dry	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
EagleHeart7	Found it	9/4/2016	Clarksville Tn was full of anticipation this morning as 8 of us in a group headed toward Alabama looking forward to riding the rail. We planned this trip 2 weeks ago but after looking at the weather we postponed our trip until today. All logs were signed either with our names or as KTAG CREW. We replaced logs as needed and some containers were broken so we replaced those also. Thank you for placing hints as some were needed to make the find. Thank you for placing and maintaining these caches for us to find today it was an adventure we are likely not forget to soon. (Lots of Caching over the last couple of months has delayed my logging. Sorry for the delay.)	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
tjheath62	Found it	9/4/2016	A group of 8 of us came down from Clarksville Tn to do the Richard Martin Trail. After completing the trail we grabbed a few more and headed here to grab the one we needed for our challenge. Since we were in the area we decided to grab the rest of these before heading home. Thank you for the great cache and another smiley.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
Beekeeper99	Found it	9/4/2016	After completing the Richard Martin Trail with a group of cachers from Tennessee as we drove down to Northern Alabama. Our group of 8 tackled the 10.2-mile RMT by bicycle. This was a great series of caches that were well maintained. There were a few along the way that our group replaced logs for or for the caches that were obviously missing, we placed new containers. The coordinates and hints for this series of caches were spot on and caused us very little difficulty. Granted, it helps when you have 8 sets of eyes checking for containers. After finishing up the RMT, we still had some time available to grab some caches in in Athens and in Tennessee, so to help another cacher out with a challenge we went to find a MTCBSA cache to complete the MTCBSA Challenge Cache (GC2F5DA). This was the goal for this next stage in our journey. There were few more caches in the vicinity so we went for it. TFTC #5103	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
JT3Halls	Found it	9/4/2016	I have been pondering how to tackle this trail for three years now because there are two geocaches with specific words in the names that I needed to find to complete a challenge cache I had already found the final and signed the log book. Now was the time to tackle the Richard Martin Trail with a group of diehard cachers from Tennessee as we drove down to Northern Alabama. Our group of 8 tackled the 10.2-mile RMT by bicycle. This was a great series of caches that were well maintained. There were a few along the way that our group replaced logs for or for the caches that were obviously missing, we placed new containers. The coordinates and hints for this series of caches were spot on and caused us very little difficulty. Granted, it helps when you have 8 sets of eyes checking for containers. After finishing up the RMT, we still had some time available to grab some caches in Tennessee, so I talked the KTAG Crew into finding a required MTCBSA cache to complete the MTCBSA Challenge Cache (GC2F5DA). They all agreed and off we went for an adventure of a different kind. It turns out that finding this cache prompted us to continue our journey and become heroes. TFTC #10,179.	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
helmet heads	Found it	9/4/2016	Out hitting the Richard Martin trail on bikes with the KTAG Crew, this time JT3Halls, Cbusgo, TJHeath, and Beekeeper 99. Gorgeous day for biking and caching and taking in some area caches off and around the trail like this one. TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
cbusgo	Found it	9/4/2016	Came down from Clarksville Tenn. with the KTAG Crew to do the bike run not to far from here.in Alabama After completing the run on the way back home we decided we would stop along the way and earn a few more smileys. Sl as KTAG Crew TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
autigerman	Found it	8/13/2016	This find was part of a Saturday caching trip in Tennessee with CaverScott and bubblehead653. Thanks for the cache and the smilie!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
CaverScott	Found it	8/13/2016	Found it with AUTigerman and Bubblehead653. Thanks for the hide! www.caverscott.com Birmingham, AL	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
bubblehead653	Found it	8/13/2016	Caching with CaverScott and AUTigerMan in middle Tennessee TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
adrywhi	Found it	7/31/2016	Another fun cache on the trail. Walked by it a few times but finally found it. TFTC!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
jack0319	Found it	7/3/2016	Oh yeah!!	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
thumper369	Found it	5/16/2016	TFTC	https://www.geocaching.com/geocache/GC23ZT4_on-the-way-to-the-cave
				https://www.geocaching.com/geocache/GC17JMM_moat-mountain-mine-trail
				https://www.geocaching.com/geocache/GC13BJ6_utterly-mine
				https://www.geocaching.com/geocache/GC50H66_uwharrie-national-forest-bald-mountain-iron-mine
				https://www.geocaching.com/geocache/GC8D4F_tytoona-cave-cache
GalinaF	Found it	11/3/2019	How come that a simple P&G has become so lonely??? Parked 50 ft away from the CC. Saw it from the road. Everything was fine with the log book and the contents. Thanks for bringing me to this interesting cave! This cache hasn't been found for over a year, and I'm adding it to my Resurrection List.	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
JungleKitten	Found it	10/21/2018	Nice find right off the path. Cool beehive monk cave!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
koneko	Found it	9/23/2018	Trying to finish up a few 351s. Love being out in the middle of nowhere! Thanks for keeping this one active. I declined to check out the cave due to a vehicle parked nearby.	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
VT_finder	Found it	4/1/2018	Good condition. Tftc	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
fkrol	Found it	11/28/2017	a good hide SL Thanks 30 feet East?	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
jfbrazenhead	Found it	9/16/2017	Scratching this one off my bucket list. We also found it on the other side of the road from coordinates. My #s were N.416, W.583.. Cache in great shape and the cave was cool....literally. The maybe 20° drop in temp when I climbed inside was refreshing. Favorite point. TNLNSL. TFTC!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Chonu	Found it	8/3/2017	Found this cache on Thursday, August 3rd. Looked for the cache on the wrong side of the road with a family member, "SB," before trying the other side and quickly finding the cache. We headed up the road and then looked on the wrong side of the wall until we quickly found the cave! Such a neat place! I've been intending to visit this cave + cache for at least 3 years, so I'm glad I finally did it. TFTC!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Punka13	Found it	7/4/2017	Never knew this place existed. Will have to come back again and explore more thoroughly. SL, cc in great shape. TFTC wide-glide #2483	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
wazski	Found it	4/30/2017	Didn't know this place was here. I found this one right where the description said to was. Mark & Laura	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Geo-mule	Found it	4/24/2017	Avenged another DNF that I could not find during the winter obvious to you find this one	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Geo-mule	Didn't find it	2/2/2017	DNF no luck with snow	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
uncivilizedwhitelion	Found it	1/26/2017	I came down to the area today chasing a FTF, after success with that cache I decided to grab a few more and check out the area... I wasn't sure about this one but couldn't just drive by without taking a look, and I did have my army shovel with me... It turned out to be an easy find and I am glad I swung in, I will have to come back and check everything out in warmer weather... I grabbed the pair of little silver shoes and left a race car, it is always nice to see these old caches still around, love it!!! On my way to filling in my calendar days 343 down 23 to go!!! Cache#2,742...TFTC...SL...11:55am	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Bumble!	Found it	5/31/2016	Thanks For The Cache ＼(~O~)／ Find #8836 on May 31, 2016, 11:41 AM - Out doing more 351 caches with geo-knot. Took us a minute or so as we weren't sure what side of road it was on. TFTH!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Geo-Knot	Found it	5/31/2016	A nice hide. Out with Bumble! to find some caches for the 351 challenge today. TFTC! 11:43 AM	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
backpackmom	Found it	2/28/2016	Got it, cool spot	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
seas8787	Found it	12/13/2015	circled the lake today looking for geocaches. Definitely need a GPS. We were thinking needle in a Haystack when we happened upon the cache. Thanks for the coordinates for the cave.	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
ab1rs	Found it	11/25/2015	Found it! Been to Temenos many times, as they are a customer of mine. Nice placement of the cache! tftc!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
thiayack	Found it	11/15/2015	Very farmilliar with this cave, the road to Temenos and the walk up to the cabins in the winter for a personal retreat in each cabin. Thanks for bringing me back... TFTC SL	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
HrrPhil	Found it	6/28/2015	Great hide, Area looks like Dagobah, cuz of the rains.	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Matt N' Shannon	Found it	5/3/2015	We've been meaning to find this one for a while now! We looked on the wrong side of the road for a minute or two, but located it shortly after! Total of about 8 minutes! I couldn't believe how perfect that ammo can fit in that hole! Logged our name in, and put back in location. I don't think that Morristown geocoin is in there anymore though. TFTC!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
bogeyscache	Found it	10/5/2014	It was a trick find for me today. I gave up the search briefly to check out the cave. I found the dry ammo can on the way back to the car. Tftc	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
SweetCaroline3572	Write note	8/18/2014	After a recent conversation with a friend about this area I think I may have to do a day trip just to find this cache!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
momofm3	Found it	4/6/2014	Glad to get my Shutesbury, as the roads weren't agreeing with my maps directions for the Forest. Mud warning only deterred me enough to park up the hill and walk the last 500 or so.	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
BGunnells	Found it	8/26/2013	Out caching today and this is one of the caches I found. Thanks for placing and maintaining it!	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
Bill the Cat 89	Found it	8/18/2013	Picked this one for this town for the 351 challenge. Glad I did. It was a cool "cave". TFTC	https://www.geocaching.com/geocache/GCCA89_monks-cave-or-beehive-cave
rogbarn	Found it	11/6/2019	I've been to this park many times, this time I had TB+ with me and she insisted that I finish this earthcache. So we checked the temps and took some pictures and answered the questions before heading off up hill to grab more caches. Thanks for setting this cache up.	https:/www.geocaching.com/geocache/GC1QMQ6_cliff-cave
Geokid12	Found it	11/3/2019	Been here several times but never with a thermometer. Today I finally changed that and gathered the information needed for this cache. Also my first time exploring this part of the park since the new trail construction. Last time I was here these were all earthen trails. More accessible now but it takes away some of the fun this hike was. Still a nice walk. Thanks for the info opportunity & cache.	https:/www.geocaching.com/geocache/GC1QMQ6_cliff-cave
kcsmiths	Found it	10/19/2019	Arrived in STL for a band competition this weekend, I tried to get as much caching in as a could. What a great area, I enjoyed the hike when I knew where I was going..got turned around a few times. Answers will be sent. Thanks!	https:/www.geocaching.com/geocache/GC1QMQ6_cliff-cave
oldhippie73	Found it	10/13/2019	Ventured to Cliff Cave park to find the Cliff Cave Earthcache. I did not realize how big this was. Sending requested answers to cache owner. OH73	https:/www.geocaching.com/geocache/GC1QMQ6_cliff-cave
bobbylee1115	Found it	9/2/2019	We found this wonderful cave! Thank you for bringing us to an amazing area!	https:/www.geocaching.com/geocache/GC1QMQ6_cliff-cave
