users	status	date	clean_log	i
jj1gb	Found it	12/25/2008	Found it my first find. Took stuff left stuff. JJ	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
x-steeler	Found it	12/6/2008	Nice hide. For once I spotted it before Eagle NC35. Took a boy scout patch. Very appropriate since Eagle has been in scouting for 45 years. Left a nice cell phone case. Thanks for the good hide. Keep up the good work.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
lncure	Found it	11/12/2008	Nice cach T bug L Flag pin	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
bob-the-builder	Found it	11/8/2008	Found it easily. Out caching with Okie Pathfinder. Great cache location. Played in the great piles of chat years ago. Hate to see so much of them gone. Dropped "#2" travel bug. Couldn't keep with the theme. Maybe better luck with the next cacher.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Mimi & Pa	Found it	10/25/2008	Found on a nice day. TFTC, SL. Mimi & Pa	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
jasonofoz	Found it	10/12/2008	There were some kids 4 wheeling across the road, but managing to find the cache without attracting attention. TFTC.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
rainwolf420	Found it	10/10/2008	Attempted this as a night cache on the way home from long day's cache travels. Took us a bit to locate, but not too bad. Very nice cache. Used to ride 4x4s here every weekend looong ago. Would think I would've known better than to pull in so close for lighting. ROFL Yep... soon had someone pull up asking, "Get yer truck stuck?"... Thankfully, he had a chain & we were back on our way in a fairly short amount of time. Unfortunately, as soon as the chain was unhooked & we turned to offer some compensation & massive thanks.... poof he was already headed down the road. May good karma follow our mysterious helper wherever he may roam. Thanks for the adventure & cache!	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
DareGuy	Found it	10/5/2008	Fun cache, good hide and very nice camo for the site. Parking was a challenge, so we found a spot in a driveway and walked up...boy is the traffic fast! TNLN, TFTC, SL.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Mo Trainman and X Teach	Found it	10/2/2008	Nice hiding spot. The small stream was running somewhat. It did not look too camtaminated by the mining. TFTC	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
TomKat87	Found it	9/27/2008	Great little hide. We found this one with our friends Cardsfans08, on a series of cashe dashes today! TFTC! TNLN	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
cardsfans08	Found it	9/27/2008	This one was really cool! TomKat took us caching today for the first time. This is a great find and a cool hide. TNLN.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
22wander	Found it	9/26/2008	Lots of wildflowers and even wilder truck drivers. Good hide. TNL pckt of beads. TFTC	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
mo-jeeper	Found it	9/26/2008	This is the first time I have done this,and I must say it is cool.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
ventur	Found it	9/20/2008	signed log	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
DaveEllen	Found it	9/18/2008	Always good to learn about a piece of history when we are in a new area. We are from Sequim, Wa. and here for just a night. Had to go out and find a few caches. l-flashlight key ring tfth	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
captain.crash	Found it	9/1/2008	It was a rare day off for the two of us so we made plans to go on a cache excursion. This was a perfect day for caching. We had an awesome time in this area...thanks for all the great caches we found! The sand was no match for Captain Crash! Didn't take to long to spot the container. It does blend in quite well, I imagine we wouldn't have spotted it if we weren't cachers!	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
dallasstars1999	Found it	8/31/2008	Find #444 back in my home town while visiting from Texas and out with my friends introducing them to this fun hobby. Started to get this while on my way south towards the Will Rogers Rte. 66 cache, however almost got stuck in the chat so I stopped on the east side as we headed back north. I spotted this one while still 100 feet away and waited for my friends to spot it. They eventually saw it and I made the grab. TFTC SL DS1999	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
likestocanoe	Found it	8/24/2008	This was the favorite cache of the day for likestocanoe2... she wants to come back with the four wheelers and "play". We were caching with NWANaturals and the Mrs. found this one while the rest of us were not watching .... next thing you know we hear the ringing sound of, "Found It". The log camo was great and matched it's surrounding very well. Great Job!!! We spent quite a bit of time just playing, climbing, looking and imagining what the place looked like and what future generations would think of the things we leave behind. What the locals consider an eye sore - us foreigners enjoyed. Thanks for bringing us here, for the cache and for the history lesson.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
NWANaturals	Found it	8/24/2008	This was one of our two favorites of the day. The coordinates were just a little off, but all the fun we had exploring the area made it worthwhile. Mr. NWANatural pondered whether future generations would question the purpose of these "ruins." Mrs. NWANatural, who was responsible for finding this one, thinks the cache should have been named "The Next Stonehenge." It was a lot of fun! Thanks for the cache!	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Bobcarol	Found it	8/23/2008	Easy find, SL, TFTC, TSLS	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
napoleon55	Found it	8/16/2008	TFTC!	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
david64	Found it	8/13/2008	Good cache, TNLNSL.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Dr.Bones	Found it	7/13/2008	Nice como'd paint! Grat cache. Grabbed a travel slug from cache and will foward on.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Phil & Verla from OZ	Found it	7/12/2008	To be safe I to parked N of the cache.I to liked the Camo job ,it was a little wet out but the camo didn't come loose on me. T=Red Lizard L=PBC&R Chip#5 TS SL TFTC	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
cyndicow	Found it	6/27/2008	this is a real cool spot. Wish I took a pic. SL TFTF Thanks for bringing us here. T/2 lizzards L/Boy Scout patch	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
train1904	Found it	6/19/2008	This is another of Spiritguide's well-planned and placed caches. There is no way this one will ever blow or wash away. Its the perfect cache for that hidey place. Good job. Thanks.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
DrewNexus	Didn't find it	6/2/2008	Not sure if we overlooked it or what, it was night and there was a lot of water between the structures. So difficult to traverse.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Gredgeman	Found it	6/1/2008	Never expected to drive up on this place. TFTC	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
CrazyClymers	Found it	5/30/2008	Thanks for the cache. SL TNLN There is a small place to pull in just N of cache that would be much safer to park at. That is a very busy road and getting ready to get busier due to one of the main roads in Carl getting closed. Great place for a cache. loved your hiding spot. CrazyClymers	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Bluedawg7	Found it	5/27/2008	Grabbed it today on the way home from work. Hardest part was finding a safe place to park. Camo job was nice, but the weather seemed to have loosened the camo and it was coming off on my fingers. I hope a turtle wasn't too close to the cache! TNLNSL TFTH!	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
kotipoby	Found it	5/25/2008	Co-FTF with my brother (otipoby) and sister (lallen). A huge turtle was watching over the cache when we got there. Nice cammo. TFTC	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
lallen	Found it	5/25/2008	Found w/ brothers. Saw a very large snapping turtle. Enjoyed the Hide.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
otipoby	Found it	5/25/2008	FTF!!!! Awesome. I was with kotipoby (who actually found it) and lallen. We are home visiting our sick father who is doing much better. Getting a FTF is just a gread bonus.	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Reviewer of the Cache	Post Reviewer Note	5/23/2008	Congratulations SpiritGuide. Since your new cache "Sands of Mine" seems to have all the required parts, not closer than 0.1 mile from any other caches, not near a railway and you are close enough to properly maintain it, it has been listed on the GC.com site. As a cache placer, you have the unique ability to improve (or degrade) the quality of Geocaching in your area. I hope that this cache will be a positive addition. [green] [B]In addition, since we generally need to ask permission to place caches in areas like this, I am assuming you have already done so.[/green][/B] Enjoy! Thanks for your continued contributions to Geocaching, Your friendly Missouri Geocache Review team, Glenn (*gln) & Reviewer of the Cache (RotC) Missouri Geocachers Assoc http://www.mocache.net/ [b]** new site & Mo. land PERMISSIONS info ** [/b]Mogeo Calender of Events http://tinyurl.com/yaxym6THE Forums for Mo & Ks. http://mogeo.ipbhost.com/index.php? [b]St. Louis Area Geocachers Association http://www.GeoStl.com and Email List http://www.freelists.org/list/geocaching [/b] [b]Visit the Ozark Mtn Geocachers Group at:http://groups.yahoo.com/group/ozmtngeocachers/ [/b] Dave's Handy Hiding Hints http://www.ratisher.com/geocache_hiding.htm Add yourself to the Geocachers map at http://www.frappr.com/missourigeocachers [b]Missouri Caches Scheduled to be Archived[/b] http://tinyurl.com/87cqw [b]Caches placed on MDC WITH permission! [/b] http://tinyurl.com/9udko	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Reviewer of the Cache	Publish Listing	5/23/2008	Published	https:/www.geocaching.com/geocache/GC1CHEQ_sands-of-mine
Boro1986	Found it	9/21/2019	Hiked from the cave across several trails. Lol Neat hide and container and set up. TFTC Geocaching Grainger Boro1986 Oakville, Missouri Keep On Caching!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
bobbylee1115	Found it	9/2/2019	Great area! Log is a little waterlogged but not too bad. Thanks for the hide!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
nanonabber69	Found it	7/28/2019	Davo328 made the grab and lisabe stamped the log tftc	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Lisabe	Found it	7/28/2019	TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Wolfofred	Found it	7/18/2019	Not really on the mark but my Geo senses guided me to GZ.. Cache is in need of maintenance. Everything inside is wet and log is wet.. TFTC..	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
clynch314	Found it	6/7/2019	This was probably my first deep dive into the woods for a cache, despite finding a nearby trail on the way back. Could have been easier to just follow the trails the whole time however I am thankful I didn't get too turned around by heading straight for the trees. Took a bit of searching but I was able to find it. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Carlos_	Found it	6/7/2019	Hey man, thanks for the cache! It was a very good spot but pretty muddy!!!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Slipperyboi_	Found it	6/7/2019	Great hiding spot for this cache. Saw a few deer on our way to it. Fun find right off the trail. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
jdrilingas	Found it	6/7/2019	Good find, lots of mud.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
cmalon	Found it	6/7/2019	Fun cache and it was nicely hidden so it wasn't too hard for a few beginners to find. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Aidan_Congdon	Found it	6/6/2019	Luckily my friend and I came upon another obvious group of geocachers (we are all newbies), to help us look for this cache! We went far off the trail, so without the entire search party, I'm not sure if we would have been able to find it! Thanks so much for this experience!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
James2110	Found it	6/6/2019	Awesome hiding spot and we saw a deer while searching for it. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
lgunn02	Found it	6/3/2019	Good find! Pretty wet from these rains so didn't even get the chance to sign log book. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
-Ecks-	Found it	6/2/2019	Hiking in Cliff Cave today. I had planned to get the new ones along the loop trail near the river, but the road was flooded. Luckily, there were still others to find in the upper part of the park. Thanks for all the hides!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
kelseyl	Found it	5/31/2019	Cool place to hide it. Saw some deer in this area, very cool! TFTF!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
swsammon	Found it	5/31/2019	I was able to find this cache with a little bit of looking. I think my group was successfully able to log this one without another group seeing us; they were looking for it too. Wasn't able to find the cave unfortunately :(	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
nickyusen	Found it	5/30/2019	Found this one after looking for a while TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
eddiejm2021	Found it	5/30/2019	Great cache! We looked for the cave but couldn't find it :(	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
SophieSchnieders	Found it	5/30/2019	Log was a in a clear, plastic container and a little bit wet. It was fun to find. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Larry1021	Found it	5/30/2019	Got a little lost looking for this one but over all very fun!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
WildBillyH	Found it	5/30/2019	First cache in over two years, I think! Had a ton of fun finding this one and while the log book was a little wet, we were still able to sign. TFTC :)	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
punzie	Found it	5/30/2019	Got so lost while looking for this cache! I suppose that's the nature of being a rookie, though. Anyways, thanks for the cache, it was a fun find :)	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Sarahahrens1	Found it	5/30/2019	Good beginners find and interesting place! TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
yl041002	Found it	5/30/2019	This was the first cache my friend and I found in the woods. That was very exciting and fun! Gave me a lot more enthusiasm. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
YellowTurbanRebel	Found it	5/26/2019	A good hide - had to look twice for this one! Thanks :) - Out with Gnatty P.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
VittorioE	Found it	4/26/2019	Great location, tftc!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
tbobzien512	Found it	4/26/2019	Log is extremely wet! Other than that, it was great! Thank you!!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
KingSully	Found it	4/17/2019	Tftc!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Curious GEOrge 3	Found it	4/13/2019	Out taking advantage of the cooler weather before the rain comes. Caching in the upper park. TFTC peto_geo.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
sleddog91	Found it	4/10/2019	OCW NEgirl55 on a beautiful April Day. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
NEgirl55	Found it	4/10/2019	OCW Sleddog91 on a beautiful April Day. There was some water in the cache and the log was a bit damp but all else good in a great location. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Glinwick	Found it	4/7/2019	Out on a nice day with a group of friends. Great hiding spot TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
bctiller	Found it	4/7/2019	Found, and yes, a little wet. Thanks!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
tmtb6	Found it	4/6/2019	It was a little wet. Unfortunately I didn’t have any bags to freshen it up	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
shutterandink	Found it	3/10/2019	your cashe is ruined, open when i found it everything was wet including the log. sorry mate	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
geonerds2013	Found it	10/22/2018	Quick find once we located a trail. Tftc!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
lmcgisme	Found it	10/21/2018	Came down to the St Louis area to visit my niece and do a bit of caching. Stopped down here to get this old classic and the EarthCache. Thanks for keeping this oldie going. Thanks for the cache.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
The Fidgets	Found it	9/29/2018	Yftc	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
beladi1	Found it	6/5/2018	I joined up with Iamgrateful to grabbed some caches in the upper part of Cliff Cave Park. First time on the new trails. I had a great time hiking the trails.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Iamgrateful	Found it	6/5/2018	OCW beladi1. I am grateful for my friend Marilyn eh. We met up at 9:30 am and had a terrific day caching the upper part of Cliff Cave. Such a cool park...nice new trails...but amazing quiet old trails that I like better eh. This was one of the cool caches we found. Thanks for the fun. Every cache is exciting....a new location, a new experience and a new adventure. It's magic. I am grateful. Thanks for helping me keep my streak alive, thanks for my daily dose of happiness, Tftc and Cheers from Canada eh ;-)	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
vorlon40	Found it	5/19/2018	I had to grab the cache that is the namesake of the park. Now to head back toward the car after a long afternoon. TFTH. My first trip to Cliff Cave Park. I brought my bike to use for the lower half but just barely finished much of the upper half before I ran out of time, the weather started to turn bad and I got tired (after 4 hours and 7.5 miles of hiking). Well, hiking may be a misnomer. There was a lot of bushwhacking since the old trails seem to have gotten harder to find with the new trail construction and the new ones didn't show up on my GPS map. Some of the old trails are so overgrown they are really impassible. I'll have to come back for a 2nd trip. #1539, 15th of 16 found today.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
tc54915	Found it	4/21/2018	Spring break caching with my niece Abigail here in OKlahoma area. Trying to get virtuals, webcams, oldies and a few in between that we can grab. We wanted to increase our numbers in this state and seen this power trail. We managed to grab a few, but quit earlier than I wanted as some of the coords were off by 60-80 feet and the clues were tree and there was no tree around.. Either way..TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
AJperla	Found it	4/21/2018	TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
sherog1970	Found it	3/4/2018	Nice spot. What a great day for adventuring. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
TerriBikes+	Found it	2/18/2018	Caching and playing in Cliff Cave & Spring Valley Trail area. This grand old cache is now easily accessible from brand new paved trail. You can still take old dirt trails to get closer to the hide. I saw the container some 20 ft away so after signing the log, I geoflaged it much better. All is well with cache now. Such a great day and great place to explore and climb down rocks to the cave entrance and creek. I needed this Jasmer filler too-so this day was really fun for me. Thanks so much.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
redrustynails	Found it	1/28/2018	Rusty and Shannon making memories Naked and Afraid and Cliff Cave Park. January 28, 2018	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
mpmcmillen	Write note	1/23/2018	Too much construction to try cache, but it looks like it will be really nice later this spring.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
bnygrl5	Found it	1/21/2018	Fun, easy cache. Beginning of trail a little dodgy with construction and slippery slopes.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Triple_P	Write note	11/17/2017	Visiting from Ohio. The trails are all blocked off with signs everywhere and there's construction going on. Couldn't attempt	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
LTCTigerflash	Found it	10/14/2017	Love the hiking to find older caches on beautiful fall days	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Tput2	Found it	6/20/2017	This was a great cache. Good Hiding spot and some sweet swag! I am glad I could find it with my friends. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
joecastleman	Found it	6/19/2017	Nice cache, this one was a little tricky, but I liked it.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Emkill00	Found it	6/19/2017	This cache took us around 15 minuets to find and was the hardest cache to find for the day but was totally worth it when we did find it. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
molldoll123	Found it	6/19/2017	This one took my group awhile to find and it was a little ways off the path. My teammate ended up finding it and I'm not sure if I would've found it on my own. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
alyssagut	Found it	6/19/2017	This cache was hidden in a good spot. Me and my group had a little difficulty finding it and we were excited when we did find it!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
BearLight	Found it	6/19/2017	While is wasn't the most annoying to find, it was fun to find and the hint really threw me for a loop at first since I couldn't remember what deciduous meant. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
ICollins17	Found it	6/19/2017	Loved this cache! Enjoyed the cave and the walk up the hill to get there. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Ithilden_LL	Didn't find it	6/19/2017	We ended up looking for it for around ten or so minutes and just couldn't find this cache. Hopefully it's just well hidden and not missing.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
avrillavignefan2	Found it	6/19/2017	It took us a while to get to the trail due to construction that was going on, however once we did, going up and over Cliff Cave was fun. Once we found ground zero, we were shocked by how quickly we were able to find this cache.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
daniellekern	Found it	6/19/2017	The terrain was not kind to my group on this one :/, but a fun cache, and very satisfying to find.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
leahpc	Found it	6/19/2017	Good cache! It's not too far into the woods, so I had no problems with branches or spider webs. Well hidden, so it still requires some searching, but not to the point of insanity. A great cache for a great day!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Zrich15	Found it	6/19/2017	The location of this cache made it pretty difficult to find, and it also made me look up what the word deciduous was because of the hint. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
ardnekk	Found it	6/19/2017	Once we were able to locate ground zero my group had some trouble finding the cache because of the clever hiding spot. Overall had fun and enjoyed this cache!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
samcohen75	Found it	6/19/2017	A good, well-hidden cache. It was pretty tricky to navigate the maze of trails to get there.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
ndorsey13	Found it	6/19/2017	We had a great day for caching, not too warm or humid. The cache was relatively easy to find, but not too bad and was a lot of fun!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
samkeller16	Found it	6/19/2017	OCW some friends yesterday and we found this cache not too long after we started. We ended up going pretty far off the path to find it and eventually, after probably walking in circles, we found it.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
KillmadeMak	Found it	6/19/2017	Got a bit lost on the way. It was hidden very cleverly, I might not have found it without the clue. Thanks!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Cba11	Found it	6/19/2017	This was a great cache, not too hard to find, but requires some searching. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
smihill5	Found it	6/13/2017	Fun cache to find! Nice day for geocaching, my group enjoyed looking for this cache. A little tricky but fun to find. A larger group (we had six people) helps when looking for this one.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
katebooth	Found it	6/13/2017	Another difficult cache for my group to find! After locating group zero my group searched for a while to find this cache. We had to walk around through the woods quite a lot.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
evelyntrampe	Found it	6/13/2017	This is a great first cache. Not that difficult, but required some searching. My group had a lot of fun looking and locating this one. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
gwenbooth	Found it	6/13/2017	Started from another cache that was in the middle of the woods to get to this one so it was difficult finding the trail at first but once we found it, this cache was not to difficult to find! TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
pfr33	Found it	6/13/2017	Awesome addition to our hike through Cliff Cave Park, TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Osheets	Found it	6/13/2017	Hidden well and fun to find! Got kinda turned around but eventually figured it. TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
falolo	Found it	6/13/2017	Difficult to find but worth it, tftc	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
b1gpapa	Found it	6/13/2017	Difficult to get to because of the construction going on/limitations to public, but worth it! Thanks for the cache!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
hbarness	Found it	6/13/2017	This was a really good cache to find and it was interesting navigating the different trails and areas of the woods to get to the cache. I had a good time finding this cache, TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Gubbzzz	Found it	6/13/2017	This one was an arduous climb, but worth the effort. TFTC! OCW trap gang	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
ellieoliphant	Found it	6/13/2017	Well hidden and very fun to find! TFTC.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
jujulovez	Found it	6/13/2017	Trap gang loved this one and it was cool! TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
lilyobecker	Found it	6/13/2017	My group had a great time finding this cache!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Geocachestlbabe	Found it	6/13/2017	super fun, tftc!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
rachelgfisher	Found it	6/12/2017	Took us a bit to find this one! Love a challenge! TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
elliepaci	Found it	6/12/2017	TFTC. We hadn't found a cache in a while so this one was fun to find	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
lowerystl	Found it	3/5/2017	Kara found it...	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
zachesh	Found it	2/23/2017	Found it took trackable	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
jwaggz85 & Hurf	Found it	2/19/2017	Refind! TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
18tuxedo18	Found it	2/18/2017	Found it while out with my 2 best friends, brother and mom. Thanks for the Cache!!!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
wooker66	Found it	2/18/2017	TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
lamiquack	Found it	2/18/2017	TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
psywar04	Found it	2/13/2017	Great day exploring! TFTC!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Mixed Breed	Found it	2/12/2017	Taking the opportunity to finish the caches in this upper park of Cliff Cave park. It was nice to find an easy one after bushwacking to several others beforehand. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
justanumber	Found it	2/11/2017	Had us going in circles for a minute (trying to do it on a phone) great find, though! TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Boyle 4	Found it	1/29/2017	TFTC! The log is damp, but still dry enough for me to log my visit.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
GeoConformity	Found it	10/22/2016	10/22/16, 2:47 PM Find #6200 Out on a quick visit to the park with the muggle wife - saw the Cave and climbed the hill to this one - cache is in good shape.SL TFTC! GeoConformity (GeoCon) St. Charles, MO	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
gmasterson31420	Found it	10/12/2016	TFTF! Quick grab. Many more to go!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Reetaville	Found it	10/9/2016	After finding the Cliff Cave EARTH cache, I most certainly had to get this one too. I clambered up from the cave and found myself on a trail. I was instantly startled by a large animal coming down the trail. No reason to fear,it was a large friendly dog dragging his human along with him. Found the cache and then headed back eastwards.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
.NAIL.	Found it	10/9/2016	More fun with Detering clan	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
cherster	Found it	10/1/2016	Very nice cool day to start the fall cache trips. Only 71. Love it. First cache of the day. Beautiful park. TFTC	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
Maximus25	Found it	8/27/2016	TFTC.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
mrcoolpie	Found it	7/10/2016	Watch out for snakes :)	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
nos stl	Found it	7/8/2016	Really nice spot	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
arabbit&ubuck	Found it	6/11/2016	A-maze-ing trails for sure. Climb up definitely 3. Thx for the hide.	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
ToeFur9er	Found it	6/11/2016	Sure is a maze of trails around here! Thanks for the hide!	https:/www.geocaching.com/geocache/GC1DE4_cliff-cave-cache
